,emb_that,emb_wh,emb_whether,pairID
506,Erin realizes that a lot of dancers conceal that these hairdressers remembers the Impressionists.,Erin realizes who a lot of dancers conceal that these hairdressers remembers.,Erin realizes that a lot of dancers conceal whether these hairdressers remembers the Impressionists.,506
507,Some partners realize that Christine won't conceal that a senator isn't ascending mountains.,Some partners realize what Christine won't conceal that a senator isn't ascending.,Some partners realize that Christine won't conceal whether a senator isn't ascending mountains.,507
508,Donna has investigated that Anna learned that most boys aren't hindering Lisa.,Donna has investigated who Anna learned that most boys aren't hindering.,Donna has investigated that Anna learned whether most boys aren't hindering Lisa.,508
509,Roger discovers that that woman has found out that pedestrians were complaining about Jason.,Roger discovers who that woman has found out that pedestrians were complaining about.,Roger discovers that that woman has found out whether pedestrians were complaining about Jason.,509
510,Susan had discovered that Monica could investigate that that university had observed Anne.,Susan had discovered who Monica could investigate that that university had observed.,Susan had discovered that Monica could investigate whether that university had observed Anne.,510
511,Some teenagers know that Vincent isn't realizing that every dentist hadn't lit many candles.,Some teenagers know what Vincent isn't realizing that every dentist hadn't lit.,Some teenagers know that Vincent isn't realizing whether every dentist hadn't lit many candles.,511
512,Gerald conceals that Kristin might discover that these men couldn't forget Douglas.,Gerald conceals who Kristin might discover that these men couldn't forget.,Gerald conceals that Kristin might discover whether these men couldn't forget Douglas.,512
513,Judy investigated that these piano teachers investigate that a lot of associations could leave these women.,Judy investigated who these piano teachers investigate that a lot of associations could leave.,Judy investigated that these piano teachers investigate whether a lot of associations could leave these women.,513
514,Scott revealed that Carrie forgot that the men have made that couch.,Scott revealed what Carrie forgot that the men have made.,Scott revealed that Carrie forgot whether the men have made that couch.,514
515,Many doctors know that a lot of guests discovered that all hairdressers hadn't climbed up the ladder.,Many doctors know what a lot of guests discovered that all hairdressers hadn't climbed up.,Many doctors know that a lot of guests discovered whether all hairdressers hadn't climbed up the ladder.,515
516,A bank can investigate that those contractors learn that all dancers underwhelms Nancy.,A bank can investigate who those contractors learn that all dancers underwhelms.,A bank can investigate that those contractors learn whether all dancers underwhelms Nancy.,516
517,Beth could forget that Vincent wouldn't reveal that a lot of doctors bend a cart.,Beth could forget what Vincent wouldn't reveal that a lot of doctors bend.,Beth could forget that Vincent wouldn't reveal whether a lot of doctors bend a cart.,517
518,Laurie didn't figure out that Sarah reveals that that piano teacher researches all arias.,Laurie didn't figure out what Sarah reveals that that piano teacher researches.,Laurie didn't figure out that Sarah reveals whether that piano teacher researches all arias.,518
519,Those electricians figure out that Rebecca wasn't finding out that some man hadn't observed the women.,Those electricians figure out who Rebecca wasn't finding out that some man hadn't observed.,Those electricians figure out that Rebecca wasn't finding out whether some man hadn't observed the women.,519
520,April discovered that the associations should forget that some French teachers might bend all cars.,April discovered what the associations should forget that some French teachers might bend.,April discovered that the associations should forget whether some French teachers might bend all cars.,520
521,These women knew that Sharon found out that a student shoots Todd.,These women knew who Sharon found out that a student shoots.,These women knew that Sharon found out whether a student shoots Todd.,521
522,Every patient shouldn't forget that some waitresses haven't forgotten that guys breeds dogs.,Every patient shouldn't forget what some waitresses haven't forgotten that guys breeds.,Every patient shouldn't forget that some waitresses haven't forgotten whether guys breeds dogs.,522
523,Denise forgets that this doctor finds out that every child couldn't examine every story.,Denise forgets what this doctor finds out that every child couldn't examine.,Denise forgets that this doctor finds out whether every child couldn't examine every story.,523
524,Some museum had investigated that these schools find out that French teachers weren't fighting Diana.,Some museum had investigated who these schools find out that French teachers weren't fighting.,Some museum had investigated that these schools find out whether French teachers weren't fighting Diana.,524
525,Teresa realizes that that government found out that that library has boasted about Nancy.,Teresa realizes who that government found out that that library has boasted about.,Teresa realizes that that government found out whether that library has boasted about Nancy.,525
526,This committee hadn't revealed that the partners might conceal that many podiatrists sings most tunes.,This committee hadn't revealed what the partners might conceal that many podiatrists sings.,This committee hadn't revealed that the partners might conceal whether many podiatrists sings most tunes.,526
527,Veronica could discover that Ronald shouldn't investigate that most associates boast about every girl.,Veronica could discover who Ronald shouldn't investigate that most associates boast about.,Veronica could discover that Ronald shouldn't investigate whether most associates boast about every girl.,527
528,Winston Churchill conceals that that teacher is figuring out that a lot of banks had swept these rooms.,Winston Churchill conceals what that teacher is figuring out that a lot of banks had swept.,Winston Churchill conceals that that teacher is figuring out whether a lot of banks had swept these rooms.,528
529,Every adult forgot that Alice is learning that these contractors couldn't talk to Brenda.,Every adult forgot who Alice is learning that these contractors couldn't talk to.,Every adult forgot that Alice is learning whether these contractors couldn't talk to Brenda.,529
530,Jodi will remember that Adam realizes that this legislature bikes to Spain.,Jodi will remember what Adam realizes that this legislature bikes to.,Jodi will remember that Adam realizes whether this legislature bikes to Spain.,530
531,A child had forgotten that every partner found out that committees wouldn't praise some senators.,A child had forgotten who every partner found out that committees wouldn't praise.,A child had forgotten that every partner found out whether committees wouldn't praise some senators.,531
532,Patrick was figuring out that many actors weren't remembering that most customers shocked Omar.,Patrick was figuring out who many actors weren't remembering that most customers shocked.,Patrick was figuring out that many actors weren't remembering whether most customers shocked Omar.,532
533,Raymond was investigating that doctors realized that teachers have fired Lisa.,Raymond was investigating who doctors realized that teachers have fired.,Raymond was investigating that doctors realized whether teachers have fired Lisa.,533
534,Rodney figures out that George figures out that the senator isn't watching Grace.,Rodney figures out who George figures out that the senator isn't watching.,Rodney figures out that George figures out whether the senator isn't watching Grace.,534
535,These pedestrians should realize that Rachel figured out that a lot of students are describing many students.,These pedestrians should realize who Rachel figured out that a lot of students are describing.,These pedestrians should realize that Rachel figured out whether a lot of students are describing many students.,535
536,Men find out that many guys know that those banks had looked like some contractors.,Men find out who many guys know that those banks had looked like.,Men find out that many guys know whether those banks had looked like some contractors.,536
537,Victoria hadn't found out that Liam is forgetting that some actress was going to every closet.,Victoria hadn't found out what Liam is forgetting that some actress was going to.,Victoria hadn't found out that Liam is forgetting whether some actress was going to every closet.,537
538,Lawrence realized that Brad had realized that this patient loves some fish.,Lawrence realized what Brad had realized that this patient loves.,Lawrence realized that Brad had realized whether this patient loves some fish.,538
539,James had investigated that Kristin isn't figuring out that those partners overwhelm a lot of waitresses.,James had investigated who Kristin isn't figuring out that those partners overwhelm.,James had investigated that Kristin isn't figuring out whether those partners overwhelm a lot of waitresses.,539
540,Travis wasn't finding out that Matt forgot that some girl will drink cocktails.,Travis wasn't finding out what Matt forgot that some girl will drink.,Travis wasn't finding out that Matt forgot whether some girl will drink cocktails.,540
541,A lot of boys remember that Matt realized that this adult wasn't holding Julia.,A lot of boys remember who Matt realized that this adult wasn't holding.,A lot of boys remember that Matt realized whether this adult wasn't holding Julia.,541
542,The Clintons reveal that a lot of men are concealing that the offspring had known the dentist.,The Clintons reveal who a lot of men are concealing that the offspring had known.,The Clintons reveal that a lot of men are concealing whether the offspring had known the dentist.,542
543,Dawn had figured out that Omar remembered that the alumni had sold a sock.,Dawn had figured out what Omar remembered that the alumni had sold.,Dawn had figured out that Omar remembered whether the alumni had sold a sock.,543
544,These senators forget that Peter revealed that many children haven't drawn Adam.,These senators forget who Peter revealed that many children haven't drawn.,These senators forget that Peter revealed whether many children haven't drawn Adam.,544
545,Diane remembered that Victoria forgets that a hairdresser hid these gates.,Diane remembered what Victoria forgets that a hairdresser hid.,Diane remembered that Victoria forgets whether a hairdresser hid these gates.,545
546,Ann learned that many doctors conceal that many lawyers upsets these dentists.,Ann learned who many doctors conceal that many lawyers upsets.,Ann learned that many doctors conceal whether many lawyers upsets these dentists.,546
547,This dentist forgets that Linda might remember that some tutors impresses a lot of governments.,This dentist forgets what Linda might remember that some tutors impresses.,This dentist forgets that Linda might remember whether some tutors impresses a lot of governments.,547
548,This pedestrian had forgotten that Melissa finds out that every committee is bringing wine.,This pedestrian had forgotten what Melissa finds out that every committee is bringing.,This pedestrian had forgotten that Melissa finds out whether every committee is bringing wine.,548
549,Donald finds out that Heidi revealed that all contractors haven't fled from a lot of adults.,Donald finds out who Heidi revealed that all contractors haven't fled from.,Donald finds out that Heidi revealed whether all contractors haven't fled from a lot of adults.,549
550,The organization wasn't revealing that a lot of associations realize that all governments appreciate those libraries.,The organization wasn't revealing what a lot of associations realize that all governments appreciate.,The organization wasn't revealing that a lot of associations realize whether all governments appreciate those libraries.,550
551,A lot of men were revealing that Carla has found out that a woman was shaking all hairdressers.,A lot of men were revealing who Carla has found out that a woman was shaking.,A lot of men were revealing that Carla has found out whether a woman was shaking all hairdressers.,551
552,Those committees reveal that Vanessa might discover that every lawyer is bringing some book.,Those committees reveal what Vanessa might discover that every lawyer is bringing.,Those committees reveal that Vanessa might discover whether every lawyer is bringing some book.,552
553,Drivers remember that Derek realized that this associate return to Bruce.,Drivers remember who Derek realized that this associate return to.,Drivers remember that Derek realized whether this associate return to Bruce.,553
554,That partner is figuring out that this university discovers that the person notice Jerry.,That partner is figuring out who this university discovers that the person notice.,That partner is figuring out that this university discovers whether the person notice Jerry.,554
555,Those museums figure out that Larry can't discover that those lawyers taught the waiters.,Those museums figure out who Larry can't discover that those lawyers taught.,Those museums figure out that Larry can't discover whether those lawyers taught the waiters.,555
556,Ella wasn't realizing that most doctors find out that all dancers can't shoot Laurie.,Ella wasn't realizing who most doctors find out that all dancers can't shoot.,Ella wasn't realizing that most doctors find out whether all dancers can't shoot Laurie.,556
557,All hairdressers reveal that April investigated that some student mess up most gloves.,All hairdressers reveal what April investigated that some student mess up.,All hairdressers reveal that April investigated whether some student mess up most gloves.,557
558,Danielle hadn't known that Amelia found out that all associates might write most newspaper articles.,Danielle hadn't known what Amelia found out that all associates might write.,Danielle hadn't known that Amelia found out whether all associates might write most newspaper articles.,558
559,Christine wasn't investigating that Mary investigated that this girl had hated most newspaper articles.,Christine wasn't investigating what Mary investigated that this girl had hated.,Christine wasn't investigating that Mary investigated whether this girl had hated most newspaper articles.,559
560,This legislature is finding out that those contractors know that those electricians were exposing an adult.,This legislature is finding out who those contractors know that those electricians were exposing.,This legislature is finding out that those contractors know whether those electricians were exposing an adult.,560
561,The man should learn that most pedestrians conceal that many governments worked with Guy.,The man should learn who most pedestrians conceal that many governments worked with.,The man should learn that most pedestrians conceal whether many governments worked with Guy.,561
562,The Lutherans forget that these guests reveal that the tutors haven't cleaned all couches.,The Lutherans forget what these guests reveal that the tutors haven't cleaned.,The Lutherans forget that these guests reveal whether the tutors haven't cleaned all couches.,562
563,Jeffrey knows that Stacy has discovered that that oncologist hinder Lisa.,Jeffrey knows who Stacy has discovered that that oncologist hinder.,Jeffrey knows that Stacy has discovered whether that oncologist hinder Lisa.,563
564,Teresa remembered that many oncologists remember that the banks return to Scott.,Teresa remembered who many oncologists remember that the banks return to.,Teresa remembered that many oncologists remember whether the banks return to Scott.,564
565,Alan shouldn't reveal that the university investigates that a school knew a lot of associates.,Alan shouldn't reveal who the university investigates that a school knew.,Alan shouldn't reveal that the university investigates whether a school knew a lot of associates.,565
566,Sonia hadn't revealed that libraries learn that those French teachers ascends these ladders.,Sonia hadn't revealed what libraries learn that those French teachers ascends.,Sonia hadn't revealed that libraries learn whether those French teachers ascends these ladders.,566
567,Laurie investigated that that person learns that this teacher embarrasses Teresa.,Laurie investigated who that person learns that this teacher embarrasses.,Laurie investigated that that person learns whether this teacher embarrasses Teresa.,567
568,Jessica wasn't revealing that Karen isn't figuring out that this lady did hate Sara.,Jessica wasn't revealing who Karen isn't figuring out that this lady did hate.,Jessica wasn't revealing that Karen isn't figuring out whether this lady did hate Sara.,568
569,Patricia remembered that this driver remembered that these piano teachers do hurt every lady.,Patricia remembered who this driver remembered that these piano teachers do hurt.,Patricia remembered that this driver remembered whether these piano teachers do hurt every lady.,569
570,Many men reveal that Sandra knows that this lady should investigate the Clintons.,Many men reveal who Sandra knows that this lady should investigate.,Many men reveal that Sandra knows whether this lady should investigate the Clintons.,570
571,Carl found out that most children forget that most guys understand a lawyer.,Carl found out who most children forget that most guys understand.,Carl found out that most children forget whether most guys understand a lawyer.,571
572,Walter remembered that Nancy wasn't concealing that a library talk about Phillip.,Walter remembered who Nancy wasn't concealing that a library talk about.,Walter remembered that Nancy wasn't concealing whether a library talk about Phillip.,572
573,Rachel investigates that Leslie forgets that a lady resembled every sketch.,Rachel investigates what Leslie forgets that a lady resembled.,Rachel investigates that Leslie forgets whether a lady resembled every sketch.,573
574,A dancer isn't figuring out that Tara discovers that every customer bores Elaine.,A dancer isn't figuring out who Tara discovers that every customer bores.,A dancer isn't figuring out that Tara discovers whether every customer bores Elaine.,574
575,Adam hadn't figured out that Alice is figuring out that these pedestrians discuss Holly.,Adam hadn't figured out who Alice is figuring out that these pedestrians discuss.,Adam hadn't figured out that Alice is figuring out whether these pedestrians discuss Holly.,575
576,Grace is revealing that the electricians knew that the children might lead Elizabeth.,Grace is revealing who the electricians knew that the children might lead.,Grace is revealing that the electricians knew whether the children might lead Elizabeth.,576
577,Pedestrians remember that that dentist forgets that the podiatrist hadn't researched college campuses.,Pedestrians remember what that dentist forgets that the podiatrist hadn't researched.,Pedestrians remember that that dentist forgets whether the podiatrist hadn't researched college campuses.,577
578,Todd knows that Noah remembers that that customer heals this associate.,Todd knows who Noah remembers that that customer heals.,Todd knows that Noah remembers whether that customer heals this associate.,578
579,Waitresses learn that Suzanne didn't investigate that a lot of hairdressers wouldn't alarm Gerald.,Waitresses learn who Suzanne didn't investigate that a lot of hairdressers wouldn't alarm.,Waitresses learn that Suzanne didn't investigate whether a lot of hairdressers wouldn't alarm Gerald.,579
580,Ronald remembered that adults find out that these customers couldn't visit Michelle.,Ronald remembered who adults find out that these customers couldn't visit.,Ronald remembered that adults find out whether these customers couldn't visit Michelle.,580
581,Carolyn forgot that a lot of boys have found out that that child boasted about Jason.,Carolyn forgot who a lot of boys have found out that that child boasted about.,Carolyn forgot that a lot of boys have found out whether that child boasted about Jason.,581
582,Vincent hadn't known that some woman finds out that that offspring harmed every child.,Vincent hadn't known who some woman finds out that that offspring harmed.,Vincent hadn't known that some woman finds out whether that offspring harmed every child.,582
583,A lot of lawyers find out that a girl is realizing that many organizations should choose all movies.,A lot of lawyers find out what a girl is realizing that many organizations should choose.,A lot of lawyers find out that a girl is realizing whether many organizations should choose all movies.,583
584,Susan was forgetting that many pedestrians know that all French teachers didn't look like these bikes.,Susan was forgetting what many pedestrians know that all French teachers didn't look like.,Susan was forgetting that many pedestrians know whether all French teachers didn't look like these bikes.,584
585,Janice hasn't figured out that Bruce was remembering that those dentists should visit those boys.,Janice hasn't figured out who Bruce was remembering that those dentists should visit.,Janice hasn't figured out that Bruce was remembering whether those dentists should visit those boys.,585
586,Rodney discovered that Christopher didn't reveal that most patients were insulting that child.,Rodney discovered who Christopher didn't reveal that most patients were insulting.,Rodney discovered that Christopher didn't reveal whether most patients were insulting that child.,586
587,Natalie reveals that the students realize that a lot of customers upset Natalie.,Natalie reveals who the students realize that a lot of customers upset.,Natalie reveals that the students realize whether a lot of customers upset Natalie.,587
588,Jessica reveals that every child hasn't figured out that a lot of legislatures reveals the tile.,Jessica reveals what every child hasn't figured out that a lot of legislatures reveals.,Jessica reveals that every child hasn't figured out whether a lot of legislatures reveals the tile.,588
589,Marcus has revealed that Alexander learns that that man criticize Leslie.,Marcus has revealed who Alexander learns that that man criticize.,Marcus has revealed that Alexander learns whether that man criticize Leslie.,589
590,Natalie revealed that Steve was figuring out that legislatures could fight Stacy.,Natalie revealed who Steve was figuring out that legislatures could fight.,Natalie revealed that Steve was figuring out whether legislatures could fight Stacy.,590
591,The committee hasn't investigated that Debra figured out that some oncologist writes the report.,The committee hasn't investigated what Debra figured out that some oncologist writes.,The committee hasn't investigated that Debra figured out whether some oncologist writes the report.,591
592,All oncologists know that Renee finds out that that French teacher breed some snakes.,All oncologists know what Renee finds out that that French teacher breed.,All oncologists know that Renee finds out whether that French teacher breed some snakes.,592
593,Catherine wouldn't investigate that Sheila concealed that many partners toured this bank.,Catherine wouldn't investigate what Sheila concealed that many partners toured.,Catherine wouldn't investigate that Sheila concealed whether many partners toured this bank.,593
594,Those doctors forgot that a lot of ladies remember that many companies underwhelmed Alexander.,Those doctors forgot who a lot of ladies remember that many companies underwhelmed.,Those doctors forgot that a lot of ladies remember whether many companies underwhelmed Alexander.,594
595,All associations hadn't learned that all partners wouldn't know that some lawyer approached Todd.,All associations hadn't learned who all partners wouldn't know that some lawyer approached.,All associations hadn't learned that all partners wouldn't know whether some lawyer approached Todd.,595
596,Carol realizes that some guests do learn that a podiatrist hasn't impressed Douglas.,Carol realizes who some guests do learn that a podiatrist hasn't impressed.,Carol realizes that some guests do learn whether a podiatrist hasn't impressed Douglas.,596
597,Some associates remember that most ladies concealed that that waiter helps some teacher.,Some associates remember who most ladies concealed that that waiter helps.,Some associates remember that most ladies concealed whether that waiter helps some teacher.,597
598,Craig can't remember that Ruth is realizing that some waitress teach most waitresses.,Craig can't remember who Ruth is realizing that some waitress teach.,Craig can't remember that Ruth is realizing whether some waitress teach most waitresses.,598
599,Sonia should remember that some senators learn that those piano teachers wouldn't annoy Matt.,Sonia should remember who some senators learn that those piano teachers wouldn't annoy.,Sonia should remember that some senators learn whether those piano teachers wouldn't annoy Matt.,599
600,Sara wasn't remembering that Benjamin hasn't found out that the adult visited some woman.,Sara wasn't remembering who Benjamin hasn't found out that the adult visited.,Sara wasn't remembering that Benjamin hasn't found out whether the adult visited some woman.,600
601,A lot of governments aren't revealing that the committees should learn that the woman has taught Debra.,A lot of governments aren't revealing who the committees should learn that the woman has taught.,A lot of governments aren't revealing that the committees should learn whether the woman has taught Debra.,601
602,Those associations discover that Peter can't learn that these people could hinder Sandra.,Those associations discover who Peter can't learn that these people could hinder.,Those associations discover that Peter can't learn whether these people could hinder Sandra.,602
603,Florence was figuring out that Todd didn't find out that most students climb down most slopes.,Florence was figuring out what Todd didn't find out that most students climb down.,Florence was figuring out that Todd didn't find out whether most students climb down most slopes.,603
604,French teachers aren't learning that contractors learned that this association wouldn't steal some canoe.,French teachers aren't learning what contractors learned that this association wouldn't steal.,French teachers aren't learning that contractors learned whether this association wouldn't steal some canoe.,604
605,Those committees didn't remember that Spain won't remember that a child had distracted Jill.,Those committees didn't remember who Spain won't remember that a child had distracted.,Those committees didn't remember that Spain won't remember whether a child had distracted Jill.,605
606,Many electricians knew that Kimberley wasn't figuring out that a child remembered Rose.,Many electricians knew who Kimberley wasn't figuring out that a child remembered.,Many electricians knew that Kimberley wasn't figuring out whether a child remembered Rose.,606
607,Those teachers forget that Kirsten hadn't remembered that some partner bends this bicycle.,Those teachers forget what Kirsten hadn't remembered that some partner bends.,Those teachers forget that Kirsten hadn't remembered whether some partner bends this bicycle.,607
608,Julie remembers that Kristen should forget that all companies bit all partners.,Julie remembers who Kristen should forget that all companies bit.,Julie remembers that Kristen should forget whether all companies bit all partners.,608
609,Guy figures out that the guest knows that some company is meeting Amanda.,Guy figures out who the guest knows that some company is meeting.,Guy figures out that the guest knows whether some company is meeting Amanda.,609
610,Some actresses are figuring out that Bill reveals that some guest made most forks.,Some actresses are figuring out what Bill reveals that some guest made.,Some actresses are figuring out that Bill reveals whether some guest made most forks.,610
611,Joel had learned that Harvard University investigates that that library hadn't visited Rose.,Joel had learned who Harvard University investigates that that library hadn't visited.,Joel had learned that Harvard University investigates whether that library hadn't visited Rose.,611
612,Gary realized that a lot of governments found out that many teachers aren't drinking some wine.,Gary realized what a lot of governments found out that many teachers aren't drinking.,Gary realized that a lot of governments found out whether many teachers aren't drinking some wine.,612
613,Those doctors know that Margaret realizes that every lawyer was finding a lot of waiters.,Those doctors know who Margaret realizes that every lawyer was finding.,Those doctors know that Margaret realizes whether every lawyer was finding a lot of waiters.,613
614,All French teachers reveal that Daniel concealed that some student had boycotted this company.,All French teachers reveal what Daniel concealed that some student had boycotted.,All French teachers reveal that Daniel concealed whether some student had boycotted this company.,614
615,These banks find out that an oncologist didn't find out that many associations aren't singing this aria.,These banks find out what an oncologist didn't find out that many associations aren't singing.,These banks find out that an oncologist didn't find out whether many associations aren't singing this aria.,615
616,Samantha wasn't learning that Janet learns that a waitress led Vincent.,Samantha wasn't learning who Janet learns that a waitress led.,Samantha wasn't learning that Janet learns whether a waitress led Vincent.,616
617,Vincent forgets that Carla forgets that every offspring is worrying Charles.,Vincent forgets who Carla forgets that every offspring is worrying.,Vincent forgets that Carla forgets whether every offspring is worrying Charles.,617
618,Carla investigated that these waiters can't reveal that all hairdressers stole many coins.,Carla investigated what these waiters can't reveal that all hairdressers stole.,Carla investigated that these waiters can't reveal whether all hairdressers stole many coins.,618
619,Adam can realize that Lori would reveal that those senators works with Gregory.,Adam can realize who Lori would reveal that those senators works with.,Adam can realize that Lori would reveal whether those senators works with Gregory.,619
620,Elizabeth was remembering that some guests learn that those women haven't forgiven Melissa.,Elizabeth was remembering who some guests learn that those women haven't forgiven.,Elizabeth was remembering that some guests learn whether those women haven't forgiven Melissa.,620
621,Omar revealed that Theresa discovered that a lot of partners aren't riding these skateboards.,Omar revealed what Theresa discovered that a lot of partners aren't riding.,Omar revealed that Theresa discovered whether a lot of partners aren't riding these skateboards.,621
622,Brian was finding out that many podiatrists learn that customers fires a woman.,Brian was finding out who many podiatrists learn that customers fires.,Brian was finding out that many podiatrists learn whether customers fires a woman.,622
623,Most ladies concealed that these children conceal that these teachers can't aggravate Rodney.,Most ladies concealed who these children conceal that these teachers can't aggravate.,Most ladies concealed that these children conceal whether these teachers can't aggravate Rodney.,623
624,Melissa realizes that some bank might find out that some person bothered most men.,Melissa realizes who some bank might find out that some person bothered.,Melissa realizes that some bank might find out whether some person bothered most men.,624
625,Kirsten figured out that Michelle isn't revealing that the men weren't complaining about Suzanne.,Kirsten figured out who Michelle isn't revealing that the men weren't complaining about.,Kirsten figured out that Michelle isn't revealing whether the men weren't complaining about Suzanne.,625
626,Sharon is revealing that Heidi wasn't learning that a lot of governments thought about this boy.,Sharon is revealing who Heidi wasn't learning that a lot of governments thought about.,Sharon is revealing that Heidi wasn't learning whether a lot of governments thought about this boy.,626
627,Charles hasn't investigated that those students should realize that ladies freezes that river.,Charles hasn't investigated what those students should realize that ladies freezes.,Charles hasn't investigated that those students should realize whether ladies freezes that river.,627
628,These lawyers aren't concealing that Joel isn't investigating that every school sounds like some hospital.,These lawyers aren't concealing what Joel isn't investigating that every school sounds like.,These lawyers aren't concealing that Joel isn't investigating whether every school sounds like some hospital.,628
629,Aaron finds out that Angela discovered that every contractor writes plays.,Aaron finds out what Angela discovered that every contractor writes.,Aaron finds out that Angela discovered whether every contractor writes plays.,629
630,Frank has realized that Barbara isn't investigating that some piano teachers strike Charles.,Frank has realized who Barbara isn't investigating that some piano teachers strike.,Frank has realized that Barbara isn't investigating whether some piano teachers strike Charles.,630
631,Linda had forgotten that Tanya knew that a lot of organizations exited some mountain.,Linda had forgotten what Tanya knew that a lot of organizations exited.,Linda had forgotten that Tanya knew whether a lot of organizations exited some mountain.,631
632,Bradley shouldn't figure out that Amelia was concealing that these electricians admires Theresa.,Bradley shouldn't figure out who Amelia was concealing that these electricians admires.,Bradley shouldn't figure out that Amelia was concealing whether these electricians admires Theresa.,632
633,The doctors conceal that Carl hasn't figured out that most dentists grow a cucumber.,The doctors conceal what Carl hasn't figured out that most dentists grow.,The doctors conceal that Carl hasn't figured out whether most dentists grow a cucumber.,633
634,A lot of hairdressers had known that this guy investigated that these people are fixing the chairs.,A lot of hairdressers had known what this guy investigated that these people are fixing.,A lot of hairdressers had known that this guy investigated whether these people are fixing the chairs.,634
635,Some girl remembers that Allison realized that most universities can't distract Brenda.,Some girl remembers who Allison realized that most universities can't distract.,Some girl remembers that Allison realized whether most universities can't distract Brenda.,635
636,Jodi learns that Craig wasn't realizing that an offspring should take a lot of rooms.,Jodi learns what Craig wasn't realizing that an offspring should take.,Jodi learns that Craig wasn't realizing whether an offspring should take a lot of rooms.,636
637,Most libraries weren't finding out that Kristin had investigated that those lawyers wouldn't talk about Dan.,Most libraries weren't finding out who Kristin had investigated that those lawyers wouldn't talk about.,Most libraries weren't finding out that Kristin had investigated whether those lawyers wouldn't talk about Dan.,637
638,Melissa does conceal that Charles shouldn't investigate that those actors aren't scaring Nicole.,Melissa does conceal who Charles shouldn't investigate that those actors aren't scaring.,Melissa does conceal that Charles shouldn't investigate whether those actors aren't scaring Nicole.,638
639,Samantha will figure out that Grace was remembering that those electricians argued about Sharon.,Samantha will figure out who Grace was remembering that those electricians argued about.,Samantha will figure out that Grace was remembering whether those electricians argued about Sharon.,639
640,Hairdressers realized that this lady did discover that some association hasn't distracted some lawyers.,Hairdressers realized who this lady did discover that some association hasn't distracted.,Hairdressers realized that this lady did discover whether some association hasn't distracted some lawyers.,640
641,Carrie wasn't discovering that Kevin won't reveal that that man hasn't distracted Renee.,Carrie wasn't discovering who Kevin won't reveal that that man hasn't distracted.,Carrie wasn't discovering that Kevin won't reveal whether that man hasn't distracted Renee.,641
642,Susan wasn't concealing that a lot of committees learn that all children haven't looked like the room.,Susan wasn't concealing what a lot of committees learn that all children haven't looked like.,Susan wasn't concealing that a lot of committees learn whether all children haven't looked like the room.,642
643,The tutors figured out that Melissa investigates that this child climbs up that mountain.,The tutors figured out what Melissa investigates that this child climbs up.,The tutors figured out that Melissa investigates whether this child climbs up that mountain.,643
644,Edward hadn't remembered that Bruce wasn't concealing that that woman can investigate Spain.,Edward hadn't remembered what Bruce wasn't concealing that that woman can investigate.,Edward hadn't remembered that Bruce wasn't concealing whether that woman can investigate Spain.,644
645,Derek can conceal that Emily hasn't found out that some tutors hadn't ascended the steps.,Derek can conceal what Emily hasn't found out that some tutors hadn't ascended.,Derek can conceal that Emily hasn't found out whether some tutors hadn't ascended the steps.,645
646,Sandra isn't concealing that Naomi isn't revealing that many podiatrists breeds all hamsters.,Sandra isn't concealing what Naomi isn't revealing that many podiatrists breeds.,Sandra isn't concealing that Naomi isn't revealing whether many podiatrists breeds all hamsters.,646
647,An adult hasn't forgotten that a lot of schools realized that the girls were confusing Walter.,An adult hasn't forgotten who a lot of schools realized that the girls were confusing.,An adult hasn't forgotten that a lot of schools realized whether the girls were confusing Walter.,647
648,Dan realized that Margaret is investigating that all dancers fired Russell.,Dan realized who Margaret is investigating that all dancers fired.,Dan realized that Margaret is investigating whether all dancers fired Russell.,648
649,Kenneth investigates that Wendy concealed that many tutors finds Jill.,Kenneth investigates who Wendy concealed that many tutors finds.,Kenneth investigates that Wendy concealed whether many tutors finds Jill.,649
650,Peter discovers that April realized that those lawyers ran around those cafes.,Peter discovers what April realized that those lawyers ran around.,Peter discovers that April realized whether those lawyers ran around those cafes.,650
651,Brian has figured out that Todd has figured out that that alumnus froze the juice.,Brian has figured out what Todd has figured out that that alumnus froze.,Brian has figured out that Todd has figured out whether that alumnus froze the juice.,651
652,Christina discovered that Jeffrey found out that these senators had known Cynthia.,Christina discovered who Jeffrey found out that these senators had known.,Christina discovered that Jeffrey found out whether these senators had known Cynthia.,652
653,A legislature reveals that Sandra learned that this dentist harmed Gina.,A legislature reveals who Sandra learned that this dentist harmed.,A legislature reveals that Sandra learned whether this dentist harmed Gina.,653
654,The senators know that David discovers that the organization hindered Rose.,The senators know who David discovers that the organization hindered.,The senators know that David discovers whether the organization hindered Rose.,654
655,The dentist does discover that Joseph found out that that associate looks like photographs.,The dentist does discover what Joseph found out that that associate looks like.,The dentist does discover that Joseph found out whether that associate looks like photographs.,655
656,April hasn't concealed that Wayne won't realize that the adult has boycotted the Clintons.,April hasn't concealed who Wayne won't realize that the adult has boycotted.,April hasn't concealed that Wayne won't realize whether the adult has boycotted the Clintons.,656
657,Barbara can learn that Beth learns that some library appreciate Linda.,Barbara can learn who Beth learns that some library appreciate.,Barbara can learn that Beth learns whether some library appreciate Linda.,657
658,Mary learns that a lot of patients realize that the alumni are walking through this museum.,Mary learns what a lot of patients realize that the alumni are walking through.,Mary learns that a lot of patients realize whether the alumni are walking through this museum.,658
