,np_that,np_wh,pairID
453,Most guests learn that those teachers who climbed down most ladders hadn't lit a candle.,Most guests learn what those teachers who climbed down most ladders hadn't lit.,453
454,Nina had remembered that every man who fires Janice had lifted many paintings.,Nina had remembered what every man who fires Janice had lifted.,454
455,Many governments aren't discovering that the fungus what wasn't underwhelming Nicole helps a dentist.,Many governments aren't discovering who the fungus what wasn't underwhelming Nicole helps.,455
456,Elizabeth remembered that some offspring who hadn't discussed Ronald hadn't kissed most French teachers.,Elizabeth remembered who some offspring who hadn't discussed Ronald hadn't kissed.,456
457,Those patients were discovering that some boxes what hadn't bothered some hospitals did alarm Jennifer.,Those patients were discovering who some boxes what hadn't bothered some hospitals did alarm.,457
458,Many hospitals investigated that some synopses what disagreed with Wayne didn't embarrass this guest.,Many hospitals investigated who some synopses what disagreed with Wayne didn't embarrass.,458
459,A lot of senators reveal that the tutors who complain about every patient cured Florence.,A lot of senators reveal who the tutors who complain about every patient cured.,459
460,Monica hadn't revealed that some piano teachers who shoot Dan aren't talking about this student.,Monica hadn't revealed who some piano teachers who shoot Dan aren't talking about.,460
461,Every person hadn't learned that the school what forgives this guest should hinder Connie.,Every person hadn't learned who the school what forgives this guest should hinder.,461
462,All teenagers can't remember that a lot of offspring who keep all ladders spent a donation.,All teenagers can't remember what a lot of offspring who keep all ladders spent.,462
463,The dancer remembers that those podiatrists who boast about that dancer didn't watch many senators.,The dancer remembers who those podiatrists who boast about that dancer didn't watch.,463
464,Vincent can discover that most guests who brought mouths described Stephanie.,Vincent can discover who most guests who brought mouths described.,464
465,The child hasn't learned that a lot of hairdressers who took a lot of bikes clean all movie theaters.,The child hasn't learned what a lot of hairdressers who took a lot of bikes clean.,465
466,Irene isn't revealing that the senators who had talked about Tracy won't lift most public parks.,Irene isn't revealing what the senators who had talked about Tracy won't lift.,466
467,Some government revealed that every coin what alarmed a lot of governments doesn't upset Heather.,Some government revealed who every coin what alarmed a lot of governments doesn't upset.,467
468,Rose will forget that some senators who forgive Maria aid Eric.,Rose will forget who some senators who forgive Maria aid.,468
469,Hospitals haven't discovered that the bank what boasts about Charles was purchasing these gates.,Hospitals haven't discovered what the bank what boasts about Charles was purchasing.,469
470,Gregory couldn't figure out that many students who had biked to Harvard University had underwhelmed Angela.,Gregory couldn't figure out who many students who had biked to Harvard University had underwhelmed.,470
471,Those children were revealing that many waitresses who won't hide Florence exited some library.,Those children were revealing what many waitresses who won't hide Florence exited.,471
472,Benjamin isn't figuring out that many universities what discuss a patient were worrying Melissa.,Benjamin isn't figuring out who many universities what discuss a patient were worrying.,472
473,Patricia discovers that this painting what impresses a lot of customers confuses that patient.,Patricia discovers who this painting what impresses a lot of customers confuses.,473
474,Valerie reveals that a student who complains about the guests hadn't climbed down some mountain.,Valerie reveals what a student who complains about the guests hadn't climbed down.,474
475,Martha is realizing that those lawyers who knew this waitress resemble this photograph.,Martha is realizing what those lawyers who knew this waitress resemble.,475
476,All associations figure out that that kitchen what helps that actress disgusts all associates.,All associations figure out who that kitchen what helps that actress disgusts.,476
477,Caroline forgets that this guest who didn't visit tutors isn't revealing a dancer.,Caroline forgets who this guest who didn't visit tutors isn't revealing.,477
478,Sharon wouldn't reveal that those guests who write many reports wouldn't look like every drawing.,Sharon wouldn't reveal what those guests who write many reports wouldn't look like.,478
479,Edward forgets that every lawyer who cures the Lutherans isn't keeping water.,Edward forgets what every lawyer who cures the Lutherans isn't keeping.,479
480,Brad reveals that many actors who escape from Sheila aren't drinking some soda.,Brad reveals what many actors who escape from Sheila aren't drinking.,480
481,Every university finds out that those senators who reference Timothy will get every dish.,Every university finds out what those senators who reference Timothy will get.,481
482,Dawn wouldn't remember that many men who aren't teaching Christina weren't examining this play.,Dawn wouldn't remember what many men who aren't teaching Christina weren't examining.,482
483,Sharon learned that the contractor who discusses Carol didn't leave Brenda.,Sharon learned who the contractor who discusses Carol didn't leave.,483
484,This guest couldn't remember that this guy who is drawing those patients won't repair couches.,This guest couldn't remember what this guy who is drawing those patients won't repair.,484
485,Wayne learned that these students who tear the skirt have torn some blouses.,Wayne learned what these students who tear the skirt have torn.,485
486,Most adults remembered that all schools what know Florence overwhelm Chad.,Most adults remembered who all schools what know Florence overwhelm.,486
487,Many patients were remembering that every pedestrian who doesn't ride some skateboards upset Marcus.,Many patients were remembering who every pedestrian who doesn't ride some skateboards upset.,487
488,This boy concealed that these girls who discovered Joseph will work with some patients.,This boy concealed who these girls who discovered Joseph will work with.,488
489,Rose hasn't realized that a child who has torn the scarves wasn't growing most tomatoes.,Rose hasn't realized what a child who has torn the scarves wasn't growing.,489
490,A lot of waitresses investigate that every piano teacher who keeps these art galleries is buying that chicken.,A lot of waitresses investigate what every piano teacher who keeps these art galleries is buying.,490
491,A patient hadn't revealed that every child who might tear that sock had brought the beef.,A patient hadn't revealed what every child who might tear that sock had brought.,491
492,Travis shouldn't know that every guy who exited every glacier purchased the apple.,Travis shouldn't know what every guy who exited every glacier purchased.,492
493,All partners realize that a lot of senators who saw Lisa can forgive Larry.,All partners realize who a lot of senators who saw Lisa can forgive.,493
494,Jane is realizing that that oncologist who hasn't respected a lot of piano teachers had lifted the dishes.,Jane is realizing what that oncologist who hasn't respected a lot of piano teachers had lifted.,494
495,Walter has discovered that all hairdressers who didn't forget Rachel dislike Wayne.,Walter has discovered who all hairdressers who didn't forget Rachel dislike.,495
496,Nancy hadn't figured out that that floor what impresses the actor wasn't shocking some man.,Nancy hadn't figured out who that floor what impresses the actor wasn't shocking.,496
497,Valerie might forget that a woman who would clean those slopes was choosing Joel.,Valerie might forget who a woman who would clean those slopes was choosing.,497
498,Adam finds out that those alumni who hire Noah sang some operas.,Adam finds out what those alumni who hire Noah sang.,498
499,The Impressionists remember that some guests who hug Maria admire that child.,The Impressionists remember who some guests who hug Maria admire.,499
500,Daniel doesn't forget that that teenager who rides these planes had built a hospital.,Daniel doesn't forget what that teenager who rides these planes had built.,500
501,The tutor discovered that some doctor who did explore every bank was throwing some carts.,The tutor discovered what some doctor who did explore every bank was throwing.,501
502,Piano teachers forget that those associates who questioned this contractor had gone to some restaurants.,Piano teachers forget what those associates who questioned this contractor had gone to.,502
503,Some electricians reveal that a lot of boys who have grown the apples resembled every picture.,Some electricians reveal what a lot of boys who have grown the apples resembled.,503
504,Many ladies haven't concealed that that mountain what would hinder Wayne confuses Carol.,Many ladies haven't concealed who that mountain what would hinder Wayne confuses.,504
505,Elizabeth was revealing that a lot of waitresses who research this newspaper article respected Jeffrey.,Elizabeth was revealing who a lot of waitresses who research this newspaper article respected.,505
506,Helen conceals that some cucumbers what aren't embarrassing Erin can embarrass Heidi.,Helen conceals who some cucumbers what aren't embarrassing Erin can embarrass.,506
507,Most lawyers remember that a lot of students who notice Jesus had run around Spain.,Most lawyers remember what a lot of students who notice Jesus had run around.,507
508,Christina could conceal that every pedestrian who couldn't observe Wendy would sing some ballad.,Christina could conceal what every pedestrian who couldn't observe Wendy would sing.,508
509,Beth realized that these mountains what astound that patient should bother Carol.,Beth realized who these mountains what astound that patient should bother.,509
510,Mitchell learned that most guys who researched the libraries weren't keeping all tiles.,Mitchell learned what most guys who researched the libraries weren't keeping.,510
511,Erin learns that those men who dropped by a high school hug that driver.,Erin learns who those men who dropped by a high school hug.,511
512,Ronald revealed that those drivers who will pass the glaciers might astound Elaine.,Ronald revealed who those drivers who will pass the glaciers might astound.,512
513,Keith had learned that all stimuli what alarmed this adult aren't scaring Jason.,Keith had learned who all stimuli what alarmed this adult aren't scaring.,513
514,Samantha wasn't investigating that those podiatrists who were understanding Judy haven't astounded Valerie.,Samantha wasn't investigating who those podiatrists who were understanding Judy haven't astounded.,514
515,A lot of patients knew that that hairdresser who isn't going to that glacier isn't disturbing Joseph.,A lot of patients knew who that hairdresser who isn't going to that glacier isn't disturbing.,515
516,Podiatrists were learning that a driver who was hearing Judy has concealed some birds.,Podiatrists were learning what a driver who was hearing Judy has concealed.,516
517,Tara hasn't investigated that that couch what aids many associates didn't astound these teachers.,Tara hasn't investigated who that couch what aids many associates didn't astound.,517
518,Bill forgot that the associate who hasn't met a boy wasn't writing the report.,Bill forgot what the associate who hasn't met a boy wasn't writing.,518
519,Peter could conceal that many waiters who would boycott Harvard University haven't insulted many dentists.,Peter could conceal who many waiters who would boycott Harvard University haven't insulted.,519
520,Andrew figured out that every alumnus who didn't listen to Jason is worrying the dentists.,Andrew figured out who every alumnus who didn't listen to Jason is worrying.,520
521,Emily could figure out that these rivers what shock that lady scared Wayne.,Emily could figure out who these rivers what shock that lady scared.,521
522,Some woman concealed that all hospitals what weren't stunning Natalie can't buy a floor.,Some woman concealed what all hospitals what weren't stunning Natalie can't buy.,522
523,All museums forget that a lot of hairdressers who cared for Maria descend the mountains.,All museums forget what a lot of hairdressers who cared for Maria descend.,523
524,These boys weren't revealing that this associate who couldn't examine a documentary had sunk some canoe.,These boys weren't revealing what this associate who couldn't examine a documentary had sunk.,524
525,Florence has found out that that French teacher who fires Tara hired Aaron.,Florence has found out who that French teacher who fires Tara hired.,525
526,Eva has revealed that glasses what can't worry the teenagers haven't underwhelmed Lawrence.,Eva has revealed who glasses what can't worry the teenagers haven't underwhelmed.,526
527,Theresa isn't finding out that the alumnus who cleaned this rug isn't driving this carriage.,Theresa isn't finding out what the alumnus who cleaned this rug isn't driving.,527
528,Susan might remember that this partner who upsets Derek hasn't noticed Matt.,Susan might remember who this partner who upsets Derek hasn't noticed.,528
529,These organizations found out that a lot of electricians who understand doctors pass every hospital.,These organizations found out what a lot of electricians who understand doctors pass.,529
530,Piano teachers forget that every parenthesis what hinders these associations would embarrass Patrick.,Piano teachers forget who every parenthesis what hinders these associations would embarrass.,530
531,Rodney can forget that some guests who return to Paul might hide Alice.,Rodney can forget who some guests who return to Paul might hide.,531
532,Matt wouldn't forget that some actor who hadn't drawn Alice isn't hindering Kimberley.,Matt wouldn't forget who some actor who hadn't drawn Alice isn't hindering.,532
533,Leslie realizes that some waiters who will disagree with Todd hadn't annoyed all teenagers.,Leslie realizes who some waiters who will disagree with Todd hadn't annoyed.,533
534,Cheryl remembers that every student who scans these movies talks to Holly.,Cheryl remembers who every student who scans these movies talks to.,534
535,Timothy realizes that these guests who were catching every actress were breeding all snakes.,Timothy realizes what these guests who were catching every actress were breeding.,535
536,Most men find out that those alumni who had ascended this slope held a lot of plates.,Most men find out what those alumni who had ascended this slope held.,536
537,Samantha wasn't discovering that that driver who has walked through a museum would sound like most closets.,Samantha wasn't discovering what that driver who has walked through a museum would sound like.,537
538,Carlos couldn't know that dentists who exited a lot of hills lead all doctors.,Carlos couldn't know who dentists who exited a lot of hills lead.,538
539,These actors remember that these guys who haven't fought Tamara bent the trucks.,These actors remember what these guys who haven't fought Tamara bent.,539
540,Raymond hasn't remembered that every waitress who did boast about Margaret fixed that canoe.,Raymond hasn't remembered what every waitress who did boast about Margaret fixed.,540
541,Jodi isn't discovering that the bike what aggravated Veronica scares some children.,Jodi isn't discovering who the bike what aggravated Veronica scares.,541
542,That dancer didn't forget that most species what were hindering that guy didn't help Bethany.,That dancer didn't forget who most species what were hindering that guy didn't help.,542
543,Rebecca remembers that the teachers who are criticizing some students hadn't taken the hospitals.,Rebecca remembers what the teachers who are criticizing some students hadn't taken.,543
544,Colleen is concealing that a lot of guests who have understood Russell lead some tutor.,Colleen is concealing who a lot of guests who have understood Russell lead.,544
545,That senator had realized that those plates what distract many doctors scared Carolyn.,That senator had realized who those plates what distract many doctors scared.,545
546,Kirsten does remember that this electrician who repairs a plate purchases the movie theater.,Kirsten does remember what this electrician who repairs a plate purchases.,546
547,Margaret is realizing that all offspring who hadn't fixed those forks shouldn't breed all fish.,Margaret is realizing what all offspring who hadn't fixed those forks shouldn't breed.,547
548,Vincent can't know that these people who sweep that room are touring Spain.,Vincent can't know what these people who sweep that room are touring.,548
549,Jerry had revealed that all waiters who haven't taken the print forgave some oncologists.,Jerry had revealed who all waiters who haven't taken the print forgave.,549
550,Many actors reveal that a teenager who can't shake boys describes Melanie.,Many actors reveal who a teenager who can't shake boys describes.,550
551,Jerry knows that the ladies who won't climb down the hills haven't visited Kirsten.,Jerry knows who the ladies who won't climb down the hills haven't visited.,551
552,Every guest was revealing that men who investigate Larry aren't leading all partners.,Every guest was revealing who men who investigate Larry aren't leading.,552
553,Christina will discover that all beers what aggravated many teenagers worry a dentist.,Christina will discover who all beers what aggravated many teenagers worry.,553
554,Suzanne forgets that a teenager who drops by some museum observed a lot of waitresses.,Suzanne forgets who a teenager who drops by some museum observed.,554
555,Every committee is concealing that every doctor who had bought a check arrives at a river.,Every committee is concealing what every doctor who had bought a check arrives at.,555
556,Most hairdressers know that some dentist who keeps all sketches would explore every mountain.,Most hairdressers know what some dentist who keeps all sketches would explore.,556
557,Every doctor figures out that a podiatrist who criticized every partner isn't meeting partners.,Every doctor figures out who a podiatrist who criticized every partner isn't meeting.,557
558,Natalie wasn't figuring out that the hairdresser who hated some tile is biking to some glacier.,Natalie wasn't figuring out what the hairdresser who hated some tile is biking to.,558
559,The teenager discovered that these turtles what can break this dish bothered Elizabeth.,The teenager discovered who these turtles what can break this dish bothered.,559
560,The universities discover that a lot of lawyers who kept this banana eat the spinach.,The universities discover what a lot of lawyers who kept this banana eat.,560
561,Amelia does learn that oases what harmed this museum shouldn't annoy Richard.,Amelia does learn who oases what harmed this museum shouldn't annoy.,561
562,That waiter wasn't forgetting that a lot of adults who kiss Brian upset Eric.,That waiter wasn't forgetting who a lot of adults who kiss Brian upset.,562
563,Kendra knows that this person who should make William rides many skateboards.,Kendra knows what this person who should make William rides.,563
564,Every dancer remembers that most scarves what could astound oncologists are disgusting Tanya.,Every dancer remembers who most scarves what could astound oncologists are disgusting.,564
565,Sheila had learned that every tutor who isn't biting Stacy hadn't impressed Elizabeth.,Sheila had learned who every tutor who isn't biting Stacy hadn't impressed.,565
566,Erin was figuring out that those alumni who were meeting Randolf were listening to this woman.,Erin was figuring out who those alumni who were meeting Randolf were listening to.,566
567,Every library could know that the teenager who sees Heidi shouldn't insult Holly.,Every library could know who the teenager who sees Heidi shouldn't insult.,567
568,Kristen figured out that some actress who wasn't meeting all teachers talked to Erin.,Kristen figured out who some actress who wasn't meeting all teachers talked to.,568
569,The ladies had known that all tutors who aggravated Mark approach Dawn.,The ladies had known who all tutors who aggravated Mark approach.,569
570,Jason hadn't revealed that the electrician who isn't skating around many libraries listened to Nicole.,Jason hadn't revealed who the electrician who isn't skating around many libraries listened to.,570
571,Randolf investigates that that man who was forgiving Michelle hated this guy.,Randolf investigates who that man who was forgiving Michelle hated.,571
572,Some child forgets that some universities what describe Steve aren't stealing this computer.,Some child forgets what some universities what describe Steve aren't stealing.,572
573,Alexander found out that the mushroom what disturbs Jeffrey would upset Sara.,Alexander found out who the mushroom what disturbs Jeffrey would upset.,573
574,Meredith would learn that these women who are questioning Russell did have this bread.,Meredith would learn what these women who are questioning Russell did have.,574
575,Jacqueline investigates that some lady who listened to most women should get the chair.,Jacqueline investigates what some lady who listened to most women should get.,575
576,Some doctors know that most mouths what distracted the patients are looking like a print.,Some doctors know what most mouths what distracted the patients are looking like.,576
577,Bradley realized that most contractors who weren't climbing up some hill shouldn't criticize John.,Bradley realized who most contractors who weren't climbing up some hill shouldn't criticize.,577
578,French teachers conceal that that doctor who had gotten some skateboard stole a canoe.,French teachers conceal what that doctor who had gotten some skateboard stole.,578
579,Nancy won't conceal that the carriages what annoy this guest astound a lot of drivers.,Nancy won't conceal who the carriages what annoy this guest astound.,579
580,The associate hadn't realized that those hairdressers who hadn't skated around the cafes were disturbing many oncologists.,The associate hadn't realized who those hairdressers who hadn't skated around the cafes were disturbing.,580
581,Renee has learned that dentists who kiss some women weren't catching Gary.,Renee has learned who dentists who kiss some women weren't catching.,581
582,Theodore hasn't found out that most companies what had chosen this couch praise Cindy.,Theodore hasn't found out who most companies what had chosen this couch praise.,582
583,William does forget that a lot of waitresses who cared for Julie won't annoy Jane.,William does forget who a lot of waitresses who cared for Julie won't annoy.,583
584,Brenda had figured out that a man who destroyed this cup tours Harvard University.,Brenda had figured out what a man who destroyed this cup tours.,584
585,Sheila had remembered that that tutor who makes a lot of carriages has driven this bicycle.,Sheila had remembered what that tutor who makes a lot of carriages has driven.,585
586,Janice was forgetting that that man who disagrees with a person has astounded Sara.,Janice was forgetting who that man who disagrees with a person has astounded.,586
587,A lot of men reveal that every woman who has disliked the adults shouldn't discuss banks.,A lot of men reveal what every woman who has disliked the adults shouldn't discuss.,587
588,Most waiters have remembered that those teachers who are leading Omar aren't arriving at some restaurants.,Most waiters have remembered what those teachers who are leading Omar aren't arriving at.,588
589,Irene can learn that this shirt what hasn't shocked Angela hasn't impressed John.,Irene can learn who this shirt what hasn't shocked Angela hasn't impressed.,589
590,Pamela realizes that that tutor who loses these sketches had visited Helen.,Pamela realizes who that tutor who loses these sketches had visited.,590
591,Chad does find out that the rice what stuns William hadn't annoyed Florence.,Chad does find out who the rice what stuns William hadn't annoyed.,591
592,The libraries figure out that many patients who have healed Derek had scared some teachers.,The libraries figure out who many patients who have healed Derek had scared.,592
593,This adult could conceal that a teenager who walked through the Great Lakes meets Thomas.,This adult could conceal who a teenager who walked through the Great Lakes meets.,593
594,Meredith wasn't discovering that some waiter who holds Jacqueline tears a lot of shoes.,Meredith wasn't discovering what some waiter who holds Jacqueline tears.,594
595,A lot of schools learn that the guy who hasn't left some student didn't exit a school.,A lot of schools learn what the guy who hasn't left some student didn't exit.,595
596,Carrie isn't finding out that a lot of libraries what were hiring a woman chose Tracy.,Carrie isn't finding out who a lot of libraries what were hiring a woman chose.,596
597,Kirsten reveals that these women who hold Bradley had spent the money.,Kirsten reveals what these women who hold Bradley had spent.,597
598,Most tutors discover that some dancer who could notice a lot of floors repaired most bikes.,Most tutors discover what some dancer who could notice a lot of floors repaired.,598
599,Teresa discovered that every senator who wasn't boycotting some art gallery watched Ronald.,Teresa discovered who every senator who wasn't boycotting some art gallery watched.,599
600,Walter was remembering that every oncologist who did approach Julia chose Kirsten.,Walter was remembering who every oncologist who did approach Julia chose.,600
601,Cynthia won't investigate that an actor who isn't biking to all hills didn't look like some drawing.,Cynthia won't investigate what an actor who isn't biking to all hills didn't look like.,601
602,These guys conceal that that woman who froze some coffee got a cup.,These guys conceal what that woman who froze some coffee got.,602
603,All associations learn that this person who might wear blouses complained about Winston Churchill.,All associations learn who this person who might wear blouses complained about.,603
604,Marie has found out that many committees what appreciate Frank are aiding most hairdressers.,Marie has found out who many committees what appreciate Frank are aiding.,604
605,All actresses forget that the patients who ride most cars are drawing some bananas.,All actresses forget what the patients who ride most cars are drawing.,605
606,Nancy wasn't remembering that most associates who held Timothy clean every kitchen.,Nancy wasn't remembering what most associates who held Timothy clean.,606
607,Those patients learn that some children who scanned those reports had hugged these guests.,Those patients learn who some children who scanned those reports had hugged.,607
608,Maria would reveal that that dentist who has run around some restaurant did break those cups.,Maria would reveal what that dentist who has run around some restaurant did break.,608
609,A lot of actresses remember that a boy who bought some spotlight has spent every donation.,A lot of actresses remember what a boy who bought some spotlight has spent.,609
610,Julia isn't investigating that some lake what should aggravate Steve didn't hinder Natalie.,Julia isn't investigating who some lake what should aggravate Steve didn't hinder.,610
611,Many guests reveal that the hairdresser who holds Danielle forgets an electrician.,Many guests reveal who the hairdresser who holds Danielle forgets.,611
612,The actors had figured out that some means what would shock Ronald impressed Noah.,The actors had figured out who some means what would shock Ronald impressed.,612
613,Robert knows that chairs what can underwhelm Amy do help the contractor.,Robert knows who chairs what can underwhelm Amy do help.,613
614,Rose knew that men who might resemble every photograph didn't hide Samantha.,Rose knew who men who might resemble every photograph didn't hide.,614
615,Douglas has known that that electrician who isn't going to rivers had returned to every dancer.,Douglas has known who that electrician who isn't going to rivers had returned to.,615
616,Many podiatrists don't conceal that some guest who can't approach Eva disgusts Diana.,Many podiatrists don't conceal who some guest who can't approach Eva disgusts.,616
617,Samuel conceals that that customer who talks about Joseph hasn't met Emily.,Samuel conceals who that customer who talks about Joseph hasn't met.,617
618,Dan learns that the man who runs around closets hadn't ascended a lot of steps.,Dan learns what the man who runs around closets hadn't ascended.,618
619,Richard had discovered that that adult who has fled from a lot of schools purchased most rooms.,Richard had discovered what that adult who has fled from a lot of schools purchased.,619
620,Gerald should realize that some contractor who sells a lot of scarves wouldn't walk through these glaciers.,Gerald should realize what some contractor who sells a lot of scarves wouldn't walk through.,620
621,Melanie concealed that some lady who didn't argue about Benjamin approaches Michael.,Melanie concealed who some lady who didn't argue about Benjamin approaches.,621
622,These hairdressers find out that the paralysis what stuns Carla has shocked some customers.,These hairdressers find out who the paralysis what stuns Carla has shocked.,622
623,A lot of legislatures investigate that many partners who criticize a documentary drink some tea.,A lot of legislatures investigate what many partners who criticize a documentary drink.,623
624,Matt won't realize that the man who revealed Julia took the pork.,Matt won't realize what the man who revealed Julia took.,624
625,Karen could figure out that this driver who had fled from every waitress boycotted many public parks.,Karen could figure out what this driver who had fled from every waitress boycotted.,625
626,Carolyn found out that many piano teachers who approached Carla sing some operas.,Carolyn found out what many piano teachers who approached Carla sing.,626
627,Edward is remembering that these waiters who listen to some children harm some teachers.,Edward is remembering who these waiters who listen to some children harm.,627
628,Every patient had investigated that this lady who can't sink these rafts rode those bicycles.,Every patient had investigated what this lady who can't sink these rafts rode.,628
629,Charles hasn't revealed that the waitress who has thrown those carts won't approach Andrea.,Charles hasn't revealed who the waitress who has thrown those carts won't approach.,629
630,Florence investigates that some waiters who weren't passing a public park chose the dress.,Florence investigates what some waiters who weren't passing a public park chose.,630
631,Harvard University should know that some boy who criticizes Grace can walk through Harvard University.,Harvard University should know what some boy who criticizes Grace can walk through.,631
632,That library couldn't figure out that some men who weren't appreciating this guest boast about Theresa.,That library couldn't figure out who some men who weren't appreciating this guest boast about.,632
633,Waiters investigate that some alumni who disagree with Lawrence were sinking many canoes.,Waiters investigate what some alumni who disagree with Lawrence were sinking.,633
634,Liam hasn't forgotten that this bike what hadn't bothered Janet might help William.,Liam hasn't forgotten who this bike what hadn't bothered Janet might help.,634
635,Brenda isn't investigating that offspring who build a lot of closets will flee from some grocery stores.,Brenda isn't investigating what offspring who build a lot of closets will flee from.,635
636,Susan wasn't learning that this hairdresser who drinks tea arrived at that art gallery.,Susan wasn't learning what this hairdresser who drinks tea arrived at.,636
637,Valerie doesn't discover that this waitress who hasn't referenced this book boycotts the high schools.,Valerie doesn't discover what this waitress who hasn't referenced this book boycotts.,637
638,Stephanie was revealing that the senator who fixes some ship stunned Jane.,Stephanie was revealing who the senator who fixes some ship stunned.,638
639,Every tutor realizes that that senator who drinks that water was boring Jennifer.,Every tutor realizes who that senator who drinks that water was boring.,639
640,These schools discovered that this electrician who caught Amanda would repair every fork.,These schools discovered what this electrician who caught Amanda would repair.,640
641,Drivers realize that every lady who isn't hugging Dana is taking most carriages.,Drivers realize what every lady who isn't hugging Dana is taking.,641
642,A lot of drivers haven't remembered that many girls who aren't hiring some pedestrian aided the boy.,A lot of drivers haven't remembered who many girls who aren't hiring some pedestrian aided.,642
643,Noah could realize that these students who kiss Andrew can't reveal a lot of checks.,Noah could realize what these students who kiss Andrew can't reveal.,643
644,Cheryl had remembered that teenagers who struck all men eat those peppers.,Cheryl had remembered what teenagers who struck all men eat.,644
645,Adam conceals that many teachers who work with Guy haven't talked about that lake.,Adam conceals what many teachers who work with Guy haven't talked about.,645
646,Every hospital has discovered that ladies who held some dancer aren't tearing that dress.,Every hospital has discovered what ladies who held some dancer aren't tearing.,646
647,Those girls had found out that the oncologist who had forgiven many doctors won't remember Katherine.,Those girls had found out who the oncologist who had forgiven many doctors won't remember.,647
648,Every customer discovers that the sweater what alarms Stacy hasn't aggravated Randolf.,Every customer discovers who the sweater what alarms Stacy hasn't aggravated.,648
649,Most guests remembered that every contractor who sinks some canoe wasn't taking many checks.,Most guests remembered what every contractor who sinks some canoe wasn't taking.,649
650,All associations discover that some steps what overwhelm Russell hadn't looked like this drawing.,All associations discover what some steps what overwhelm Russell hadn't looked like.,650
651,These handymen wouldn't conceal that most alumni who might grow the tomato help Carl.,These handymen wouldn't conceal who most alumni who might grow the tomato help.,651
652,Marcus investigated that the adult who is spending every check hadn't shaken Omar.,Marcus investigated who the adult who is spending every check hadn't shaken.,652
653,Kathleen hadn't remembered that the boy who talks about Jennifer insulted Brad.,Kathleen hadn't remembered who the boy who talks about Jennifer insulted.,653
654,Grace knows that many guys who love that museum are arguing about Liam.,Grace knows who many guys who love that museum are arguing about.,654
655,That actress isn't discovering that the hospital what hires Joseph could argue about Deanna.,That actress isn't discovering who the hospital what hires Joseph could argue about.,655
656,Connie realized that a lot of hospitals what are firing Jodi praise most children.,Connie realized who a lot of hospitals what are firing Jodi praise.,656
657,Jodi finds out that that child who wasn't fixing a lot of dishes distracts Marie.,Jodi finds out who that child who wasn't fixing a lot of dishes distracts.,657
658,Carmen hadn't found out that that partner who embarrasses Carrie has scanned that movie.,Carmen hadn't found out what that partner who embarrasses Carrie has scanned.,658
659,Girls learn that some river what hadn't bothered that French teacher had helped Dawn.,Girls learn who some river what hadn't bothered that French teacher had helped.,659
660,Craig isn't forgetting that some associates who hear Patrick had questioned Sandra.,Craig isn't forgetting who some associates who hear Patrick had questioned.,660
661,Carla learns that some girls who can attack that teacher boycotted the glacier.,Carla learns what some girls who can attack that teacher boycotted.,661
662,Spain was finding out that most people who drove planes might light this screen.,Spain was finding out what most people who drove planes might light.,662
663,Every tutor will find out that some customer who leads Suzanne hasn't fixed the cars.,Every tutor will find out what some customer who leads Suzanne hasn't fixed.,663
664,Legislatures realized that those pedestrians who are astounding Edward resemble those sketches.,Legislatures realized what those pedestrians who are astounding Edward resemble.,664
665,Guy remembered that the goose what descends most hills has annoyed Phillip.,Guy remembered who the goose what descends most hills has annoyed.,665
666,Derek revealed that many teachers who haven't complained about every senator couldn't impress Sandra.,Derek revealed who many teachers who haven't complained about every senator couldn't impress.,666
667,That museum remembers that the offspring who drives all trucks cares for Cindy.,That museum remembers who the offspring who drives all trucks cares for.,667
668,A lot of waiters investigated that some pedestrian who boycotted most malls has bought many skirts.,A lot of waiters investigated what some pedestrian who boycotted most malls has bought.,668
669,All handymen won't realize that this doctor who did reveal this raft upsets Kirsten.,All handymen won't realize who this doctor who did reveal this raft upsets.,669
670,A patient knew that every banana what astounded Tanya doesn't scare Emily.,A patient knew who every banana what astounded Tanya doesn't scare.,670
671,Sarah figured out that a school what should hire Karen is boring Lori.,Sarah figured out who a school what should hire Karen is boring.,671
672,Andrew knows that most girls who repair the carriage know this piano teacher.,Andrew knows who most girls who repair the carriage know.,672
673,Lawyers know that some hypothesis what wasn't hurting Caroline was distracting Linda.,Lawyers know who some hypothesis what wasn't hurting Caroline was distracting.,673
674,Connie has found out that a candle what would stun Carolyn does hurt William.,Connie has found out who a candle what would stun Carolyn does hurt.,674
675,Eva would find out that every teenager who gets the cups writes some newspaper article.,Eva would find out what every teenager who gets the cups writes.,675
676,Grace learned that a guest who wrote commentaries hasn't listened to Brenda.,Grace learned who a guest who wrote commentaries hasn't listened to.,676
677,Connie revealed that that alumnus who hasn't disliked Eva does climb up a lot of steps.,Connie revealed what that alumnus who hasn't disliked Eva does climb up.,677
678,That school could remember that some electrician who arrives at most museums exposes a room.,That school could remember what some electrician who arrives at most museums exposes.,678
679,Kenneth wasn't discovering that the child who might take this pepper bought those eyes.,Kenneth wasn't discovering what the child who might take this pepper bought.,679
680,Steve discovered that a lot of offspring who haven't bred these snakes could tear some gloves.,Steve discovered what a lot of offspring who haven't bred these snakes could tear.,680
681,The actresses remember that these men who are riding a lot of planes won't notice some libraries.,The actresses remember what these men who are riding a lot of planes won't notice.,681
682,Charles should know that a hospital what purchases some screen is selling the juice.,Charles should know what a hospital what purchases some screen is selling.,682
