,adj_that,adj_wh,adj_subj_that,adj_subj_wh,pairID,,,,,,,,,,,,,,,,,,,,
540,The lawyers have revealed that a man is observing these people while firing these patients.,The lawyers have revealed who a man is observing while firing these patients.,The lawyers have revealed that a man disgusted while firing these patients is observing these people.,The lawyers have revealed who a man disgusted while firing these patients is observing.,540,,,,,,,,,,,,,,,,,,,,
541,Carol learns that this teenager wasn't striking Diana after exposing Sandra.,Carol learns who this teenager wasn't striking after exposing Sandra.,Carol learns that this teenager discovered after exposing Sandra wasn't striking Diana.,Carol learns who this teenager discovered after exposing Sandra wasn't striking.,541,,,,,,,,,,,,,,,,,,,,
542,Tara was realizing that the waiters lit a lot of spotlights while noticing the Clintons.,Tara was realizing what the waiters lit while noticing the Clintons.,Tara was realizing that the waiters answered while noticing the Clintons lit a lot of spotlights.,Tara was realizing what the waiters answered while noticing the Clintons lit.,542,,,,,,,,,,,,,,,,,,,,
543,Allison revealed that some piano teachers should draw pies without hiding Jason.,Allison revealed what some piano teachers should draw without hiding Jason.,Allison revealed that some piano teachers needed without hiding Jason should draw pies.,Allison revealed what some piano teachers needed without hiding Jason should draw.,543,,,,,,,,,,,,,,,,,,,,
544,Some person isn't learning that that electrician doesn't sweep the room while purchasing bicycles.,Some person isn't learning what that electrician doesn't sweep while purchasing bicycles.,Some person isn't learning that that electrician stood up while purchasing bicycles doesn't sweep the room.,Some person isn't learning what that electrician stood up while purchasing bicycles doesn't sweep.,544,,,,,,,,,,,,,,,,,,,,
545,Those contractors revealed that a lot of drivers approach Keith before disgusting Bruce.,Those contractors revealed who a lot of drivers approach before disgusting Bruce.,Those contractors revealed that a lot of drivers interacted before disgusting Bruce approach Keith.,Those contractors revealed who a lot of drivers interacted before disgusting Bruce approach.,545,,,,,,,,,,,,,,,,,,,,
546,A lawyer does realize that a customer climbed up most stairs without choosing every dish.,A lawyer does realize what a customer climbed up without choosing every dish.,A lawyer does realize that a customer washed without choosing every dish climbed up most stairs.,A lawyer does realize what a customer washed without choosing every dish climbed up.,546,,,,,,,,,,,,,,,,,,,,
547,Most guests remember that the tutor exposed cars while buying an apple.,Most guests remember what the tutor exposed while buying an apple.,Most guests remember that the tutor wept while buying an apple exposed cars.,Most guests remember what the tutor wept while buying an apple exposed.,547,,,,,,,,,,,,,,,,,,,,
548,Joseph has figured out that senators scan a report without praising Patricia.,Joseph has figured out what senators scan without praising Patricia.,Joseph has figured out that senators insulted without praising Patricia scan a report.,Joseph has figured out what senators insulted without praising Patricia scan.,548,,,,,,,,,,,,,,,,,,,,
549,Every organization discovered that the cups had impressed Keith without hindering many electricians.,Every organization discovered who the cups had impressed without hindering many electricians.,Every organization discovered that the cups played without hindering many electricians had impressed Keith.,Every organization discovered who the cups played without hindering many electricians had impressed.,549,,,,,,,,,,,,,,,,,,,,
550,All contractors hadn't realized that that dancer fought Richard after underwhelming Nina.,All contractors hadn't realized who that dancer fought after underwhelming Nina.,All contractors hadn't realized that that dancer upset after underwhelming Nina fought Richard.,All contractors hadn't realized who that dancer upset after underwhelming Nina fought.,550,,,,,,,,,,,,,,,,,,,,
551,That guy reveals that a box had looked like some drawings after looking like all paintings.,That guy reveals what a box had looked like after looking like all paintings.,That guy reveals that a box reunited after looking like all paintings had looked like some drawings.,That guy reveals what a box reunited after looking like all paintings had looked like.,551,,,,,,,,,,,,,,,,,,,,
552,A boy had discovered that those handymen were helping Maria before disagreeing with Kevin.,A boy had discovered who those handymen were helping before disagreeing with Kevin.,A boy had discovered that those handymen suffered before disagreeing with Kevin were helping Maria.,A boy had discovered who those handymen suffered before disagreeing with Kevin were helping.,552,,,,,,,,,,,,,,,,,,,,
553,Some patients realize that many oncologists had cleaned those schools after talking about Florence.,Some patients realize what many oncologists had cleaned after talking about Florence.,Some patients realize that many oncologists talked to after talking about Florence had cleaned those schools.,Some patients realize what many oncologists talked to after talking about Florence had cleaned.,553,,,,,,,,,,,,,,,,,,,,
554,Victoria reveals that that print looks like Erin before distracting every guest.,Victoria reveals who that print looks like before distracting every guest.,Victoria reveals that that print crashed before distracting every guest looks like Erin.,Victoria reveals who that print crashed before distracting every guest looks like.,554,,,,,,,,,,,,,,,,,,,,
555,Those libraries remembered that a lot of children aren't losing a school before aggravating Steven.,Those libraries remembered what a lot of children aren't losing before aggravating Steven.,Those libraries remembered that a lot of children worked hard before aggravating Steven aren't losing a school.,Those libraries remembered what a lot of children worked hard before aggravating Steven aren't losing.,555,,,,,,,,,,,,,,,,,,,,
556,Roger knows that these podiatrists could drink this soda while concealing Mitchell.,Roger knows what these podiatrists could drink while concealing Mitchell.,Roger knows that these podiatrists solidified while concealing Mitchell could drink this soda.,Roger knows what these podiatrists solidified while concealing Mitchell could drink.,556,,,,,,,,,,,,,,,,,,,,
557,A lot of podiatrists conceal that all customers wouldn't disgust Christina while hearing Thomas.,A lot of podiatrists conceal who all customers wouldn't disgust while hearing Thomas.,A lot of podiatrists conceal that all customers dated while hearing Thomas wouldn't disgust Christina.,A lot of podiatrists conceal who all customers dated while hearing Thomas wouldn't disgust.,557,,,,,,,,,,,,,,,,,,,,
558,Michael was concealing that a waiter can heal Connie while appreciating Rebecca.,Michael was concealing who a waiter can heal while appreciating Rebecca.,Michael was concealing that a waiter conspired while appreciating Rebecca can heal Connie.,Michael was concealing who a waiter conspired while appreciating Rebecca can heal.,558,,,,,,,,,,,,,,,,,,,,
559,Jill knows that a lot of waitresses lose Nina before confusing the girls.,Jill knows who a lot of waitresses lose before confusing the girls.,Jill knows that a lot of waitresses argued about before confusing the girls lose Nina.,Jill knows who a lot of waitresses argued about before confusing the girls lose.,559,,,,,,,,,,,,,,,,,,,,
560,A lot of companies discover that mushrooms hadn't shocked Alexander while disgusting Naomi.,A lot of companies discover who mushrooms hadn't shocked while disgusting Naomi.,A lot of companies discover that mushrooms changed while disgusting Naomi hadn't shocked Alexander.,A lot of companies discover who mushrooms changed while disgusting Naomi hadn't shocked.,560,,,,,,,,,,,,,,,,,,,,
561,Gregory doesn't investigate that some person did heal every fish while selling every canoe.,Gregory doesn't investigate what some person did heal while selling every canoe.,Gregory doesn't investigate that some person evaporated while selling every canoe did heal every fish.,Gregory doesn't investigate what some person evaporated while selling every canoe did heal.,561,,,,,,,,,,,,,,,,,,,,
562,All partners realize that some associate couldn't drive to the art gallery while thinking about that mushroom.,All partners realize what some associate couldn't drive to while thinking about that mushroom.,All partners realize that some associate spoken up while thinking about that mushroom couldn't drive to the art gallery.,All partners realize what some associate spoken up while thinking about that mushroom couldn't drive to.,562,,,,,,,,,,,,,,,,,,,,
563,Kristin hasn't figured out that some public park helps some man while aggravating this boy.,Kristin hasn't figured out who some public park helps while aggravating this boy.,Kristin hasn't figured out that some public park sung while aggravating this boy helps some man.,Kristin hasn't figured out who some public park sung while aggravating this boy helps.,563,,,,,,,,,,,,,,,,,,,,
564,Those electricians have concealed that every associate cures Susan after hurting all boys.,Those electricians have concealed who every associate cures after hurting all boys.,Those electricians have concealed that every associate embarrassed after hurting all boys cures Susan.,Those electricians have concealed who every associate embarrassed after hurting all boys cures.,564,,,,,,,,,,,,,,,,,,,,
565,Randolf had found out that a lot of children aren't thinking about some ladder before thinking about some bike.,Randolf had found out what a lot of children aren't thinking about before thinking about some bike.,Randolf had found out that a lot of children vaporized before thinking about some bike aren't thinking about some ladder.,Randolf had found out what a lot of children vaporized before thinking about some bike aren't thinking about.,565,,,,,,,,,,,,,,,,,,,,
566,These guys discover that most hairdressers will sing a lot of melodies after thinking about Spain.,These guys discover what most hairdressers will sing after thinking about Spain.,These guys discover that most hairdressers stopped after thinking about Spain will sing a lot of melodies.,These guys discover what most hairdressers stopped after thinking about Spain will sing.,566,,,,,,,,,,,,,,,,,,,,
567,The companies learned that many doctors would make those planes before making the screens.,The companies learned what many doctors would make before making the screens.,The companies learned that many doctors forgiven before making the screens would make those planes.,The companies learned what many doctors forgiven before making the screens would make.,567,,,,,,,,,,,,,,,,,,,,
568,Pamela was finding out that this coat was stunning that school after disgusting Beth.,Pamela was finding out what this coat was stunning after disgusting Beth.,Pamela was finding out that this coat purchased after disgusting Beth was stunning that school.,Pamela was finding out what this coat purchased after disgusting Beth was stunning.,568,,,,,,,,,,,,,,,,,,,,
569,Sandra is investigating that the student cures that contractor without forgiving the actress.,Sandra is investigating who the student cures without forgiving the actress.,Sandra is investigating that the student admired without forgiving the actress cures that contractor.,Sandra is investigating who the student admired without forgiving the actress cures.,569,,,,,,,,,,,,,,,,,,,,
570,Gerald had known that that podiatrist discovered Amy without kissing some patient.,Gerald had known who that podiatrist discovered without kissing some patient.,Gerald had known that that podiatrist revealed without kissing some patient discovered Amy.,Gerald had known who that podiatrist revealed without kissing some patient discovered.,570,,,,,,,,,,,,,,,,,,,,
571,Chad remembers that most customers aren't lifting every picture while cleaning this picture.,Chad remembers what most customers aren't lifting while cleaning this picture.,Chad remembers that most customers suffered while cleaning this picture aren't lifting every picture.,Chad remembers what most customers suffered while cleaning this picture aren't lifting.,571,,,,,,,,,,,,,,,,,,,,
572,Some organization realizes that these universities had bought art galleries without appreciating Carl.,Some organization realizes what these universities had bought without appreciating Carl.,Some organization realizes that these universities disappeared without appreciating Carl had bought art galleries.,Some organization realizes what these universities disappeared without appreciating Carl had bought.,572,,,,,,,,,,,,,,,,,,,,
573,This doctor will remember that a book is boring Curtis while scaring Noah.,This doctor will remember who a book is boring while scaring Noah.,This doctor will remember that a book hugged while scaring Noah is boring Curtis.,This doctor will remember who a book hugged while scaring Noah is boring.,573,,,,,,,,,,,,,,,,,,,,
574,A school hasn't concealed that many guests see some kitchens while noticing the canoe.,A school hasn't concealed what many guests see while noticing the canoe.,A school hasn't concealed that many guests seen while noticing the canoe see some kitchens.,A school hasn't concealed what many guests seen while noticing the canoe see.,574,,,,,,,,,,,,,,,,,,,,
575,A lot of doctors forget that every cucumber embarrasses many oncologists after impressing associates.,A lot of doctors forget who every cucumber embarrasses after impressing associates.,A lot of doctors forget that every cucumber coughed after impressing associates embarrasses many oncologists.,A lot of doctors forget who every cucumber coughed after impressing associates embarrasses.,575,,,,,,,,,,,,,,,,,,,,
576,Some school was figuring out that that pedestrian was sinking those canoes while finding a lot of pants.,Some school was figuring out what that pedestrian was sinking while finding a lot of pants.,Some school was figuring out that that pedestrian stretched while finding a lot of pants was sinking those canoes.,Some school was figuring out what that pedestrian stretched while finding a lot of pants was sinking.,576,,,,,,,,,,,,,,,,,,,,
577,These governments have investigated that many restaurants hadn't hindered Thomas without astounding Susan.,These governments have investigated who many restaurants hadn't hindered without astounding Susan.,These governments have investigated that many restaurants skated around without astounding Susan hadn't hindered Thomas.,These governments have investigated who many restaurants skated around without astounding Susan hadn't hindered.,577,,,,,,,,,,,,,,,,,,,,
578,Cindy knew that teachers won't shoot Carrie after distracting Samantha.,Cindy knew who teachers won't shoot after distracting Samantha.,Cindy knew that teachers ordered after distracting Samantha won't shoot Carrie.,Cindy knew who teachers ordered after distracting Samantha won't shoot.,578,,,,,,,,,,,,,,,,,,,,
579,Tiffany hasn't investigated that those oncologists haven't resembled all photographs while exposing Jane.,Tiffany hasn't investigated what those oncologists haven't resembled while exposing Jane.,Tiffany hasn't investigated that those oncologists suffered while exposing Jane haven't resembled all photographs.,Tiffany hasn't investigated what those oncologists suffered while exposing Jane haven't resembled.,579,,,,,,,,,,,,,,,,,,,,
580,Those governments find out that a senator can't purchase a lot of pants while keeping the birds.,Those governments find out what a senator can't purchase while keeping the birds.,Those governments find out that a senator hidden while keeping the birds can't purchase a lot of pants.,Those governments find out what a senator hidden while keeping the birds can't purchase.,580,,,,,,,,,,,,,,,,,,,,
581,The universities figure out that all girls chose all adults after insulting Rebecca.,The universities figure out who all girls chose after insulting Rebecca.,The universities figure out that all girls whispered after insulting Rebecca chose all adults.,The universities figure out who all girls whispered after insulting Rebecca chose.,581,,,,,,,,,,,,,,,,,,,,
582,Erin had investigated that the waitresses didn't discuss some guest without discussing Dana.,Erin had investigated who the waitresses didn't discuss without discussing Dana.,Erin had investigated that the waitresses expected without discussing Dana didn't discuss some guest.,Erin had investigated who the waitresses expected without discussing Dana didn't discuss.,582,,,,,,,,,,,,,,,,,,,,
583,Winston Churchill knew that the patient caught Brenda without distracting Bruce.,Winston Churchill knew who the patient caught without distracting Bruce.,Winston Churchill knew that the patient telephoned without distracting Bruce caught Brenda.,Winston Churchill knew who the patient telephoned without distracting Bruce caught.,583,,,,,,,,,,,,,,,,,,,,
584,Some senators realize that a girl hadn't forgotten Caroline before aggravating Natalie.,Some senators realize who a girl hadn't forgotten before aggravating Natalie.,Some senators realize that a girl discovered before aggravating Natalie hadn't forgotten Caroline.,Some senators realize who a girl discovered before aggravating Natalie hadn't forgotten.,584,,,,,,,,,,,,,,,,,,,,
585,Tiffany will discover that some senator works with Paul before stunning Florence.,Tiffany will discover who some senator works with before stunning Florence.,Tiffany will discover that some senator studied before stunning Florence works with Paul.,Tiffany will discover who some senator studied before stunning Florence works with.,585,,,,,,,,,,,,,,,,,,,,
586,Peter discovers that that piano teacher is dropping by most libraries while criticizing Andrew.,Peter discovers what that piano teacher is dropping by while criticizing Andrew.,Peter discovers that that piano teacher disliked while criticizing Andrew is dropping by most libraries.,Peter discovers what that piano teacher disliked while criticizing Andrew is dropping by.,586,,,,,,,,,,,,,,,,,,,,
587,These dentists know that that dancer hadn't fled from Todd without questioning people.,These dentists know who that dancer hadn't fled from without questioning people.,These dentists know that that dancer cooperated without questioning people hadn't fled from Todd.,These dentists know who that dancer cooperated without questioning people hadn't fled from.,587,,,,,,,,,,,,,,,,,,,,
588,Todd revealed that some girl was overwhelming Connie after talking to Bradley.,Todd revealed who some girl was overwhelming after talking to Bradley.,Todd revealed that some girl hugged after talking to Bradley was overwhelming Connie.,Todd revealed who some girl hugged after talking to Bradley was overwhelming.,588,,,,,,,,,,,,,,,,,,,,
589,Charles is learning that that tomato isn't embarrassing most children without scaring Brad.,Charles is learning who that tomato isn't embarrassing without scaring Brad.,Charles is learning that that tomato disappeared without scaring Brad isn't embarrassing most children.,Charles is learning who that tomato disappeared without scaring Brad isn't embarrassing.,589,,,,,,,,,,,,,,,,,,,,
590,Valerie discovered that the mouse hinders all girls before aggravating Derek.,Valerie discovered who the mouse hinders before aggravating Derek.,Valerie discovered that the mouse come before aggravating Derek hinders all girls.,Valerie discovered who the mouse come before aggravating Derek hinders.,590,,,,,,,,,,,,,,,,,,,,
591,A woman realizes that the man runs around all high schools without exploring those mountains.,A woman realizes what the man runs around without exploring those mountains.,A woman realizes that the man shrunk without exploring those mountains runs around all high schools.,A woman realizes what the man shrunk without exploring those mountains runs around.,591,,,,,,,,,,,,,,,,,,,,
592,All waitresses aren't remembering that a lot of women could drink soda after selling that college campus.,All waitresses aren't remembering what a lot of women could drink after selling that college campus.,All waitresses aren't remembering that a lot of women distracted after selling that college campus could drink soda.,All waitresses aren't remembering what a lot of women distracted after selling that college campus could drink.,592,,,,,,,,,,,,,,,,,,,,
593,These hospitals forget that the teacher was hiring Brenda after describing this river.,These hospitals forget who the teacher was hiring after describing this river.,These hospitals forget that the teacher arrived after describing this river was hiring Brenda.,These hospitals forget who the teacher arrived after describing this river was hiring.,593,,,,,,,,,,,,,,,,,,,,
594,Michelle finds out that some tutor watches that guest after harming Dawn.,Michelle finds out who some tutor watches after harming Dawn.,Michelle finds out that some tutor hidden after harming Dawn watches that guest.,Michelle finds out who some tutor hidden after harming Dawn watches.,594,,,,,,,,,,,,,,,,,,,,
595,An adult shouldn't learn that most teenagers hadn't complained about Janice without disgusting a lot of waiters.,An adult shouldn't learn who most teenagers hadn't complained about without disgusting a lot of waiters.,An adult shouldn't learn that most teenagers joked around without disgusting a lot of waiters hadn't complained about Janice.,An adult shouldn't learn who most teenagers joked around without disgusting a lot of waiters hadn't complained about.,595,,,,,,,,,,,,,,,,,,,,
596,Sandra shouldn't remember that some handymen forgive Jerry after teaching Steve.,Sandra shouldn't remember who some handymen forgive after teaching Steve.,Sandra shouldn't remember that some handymen commissioned after teaching Steve forgive Jerry.,Sandra shouldn't remember who some handymen commissioned after teaching Steve forgive.,596,,,,,,,,,,,,,,,,,,,,
597,Marie hadn't revealed that dancers took these peppers while taking those cars.,Marie hadn't revealed what dancers took while taking those cars.,Marie hadn't revealed that dancers appeared while taking those cars took these peppers.,Marie hadn't revealed what dancers appeared while taking those cars took.,597,,,,,,,,,,,,,,,,,,,,
598,Some oncologists figure out that this screen impresses Dennis after shocking all associations.,Some oncologists figure out who this screen impresses after shocking all associations.,Some oncologists figure out that this screen dropped after shocking all associations impresses Dennis.,Some oncologists figure out who this screen dropped after shocking all associations impresses.,598,,,,,,,,,,,,,,,,,,,,
599,Some committee hadn't revealed that this partner criticized many pedestrians after boasting about some woman.,Some committee hadn't revealed who this partner criticized after boasting about some woman.,Some committee hadn't revealed that this partner yelled after boasting about some woman criticized many pedestrians.,Some committee hadn't revealed who this partner yelled after boasting about some woman criticized.,599,,,,,,,,,,,,,,,,,,,,
600,Noah realized that every associate had biked to this public park before noticing scarves.,Noah realized what every associate had biked to before noticing scarves.,Noah realized that every associate stood up before noticing scarves had biked to this public park.,Noah realized what every associate stood up before noticing scarves had biked to.,600,,,,,,,,,,,,,,,,,,,,
601,Kirsten knew that every person lit the spotlight after drawing Steven.,Kirsten knew what every person lit after drawing Steven.,Kirsten knew that every person bored after drawing Steven lit the spotlight.,Kirsten knew what every person bored after drawing Steven lit.,601,,,,,,,,,,,,,,,,,,,,
602,Rose did learn that those senators were sweeping those kitchens without thinking about current events.,Rose did learn what those senators were sweeping without thinking about current events.,Rose did learn that those senators dried without thinking about current events were sweeping those kitchens.,Rose did learn what those senators dried without thinking about current events were sweeping.,602,,,,,,,,,,,,,,,,,,,,
603,Theresa hadn't learned that every tutor spent this cash while concealing Monica.,Theresa hadn't learned what every tutor spent while concealing Monica.,Theresa hadn't learned that every tutor eaten while concealing Monica spent this cash.,Theresa hadn't learned what every tutor eaten while concealing Monica spent.,603,,,,,,,,,,,,,,,,,,,,
604,Maria is learning that this teenager returned to most adults while discussing the adults.,Maria is learning who this teenager returned to while discussing the adults.,Maria is learning that this teenager spoken up while discussing the adults returned to most adults.,Maria is learning who this teenager spoken up while discussing the adults returned to.,604,,,,,,,,,,,,,,,,,,,,
605,Most doctors know that every partner was driving all bicycles before destroying many carriages.,Most doctors know what every partner was driving before destroying many carriages.,Most doctors know that every partner distracted before destroying many carriages was driving all bicycles.,Most doctors know what every partner distracted before destroying many carriages was driving.,605,,,,,,,,,,,,,,,,,,,,
606,A podiatrist would discover that every alumnus could exit this public park while cleaning those gates.,A podiatrist would discover what every alumnus could exit while cleaning those gates.,A podiatrist would discover that every alumnus charred while cleaning those gates could exit this public park.,A podiatrist would discover what every alumnus charred while cleaning those gates could exit.,606,,,,,,,,,,,,,,,,,,,,
607,Lori revealed that some guys sweep that kitchen before buying a cocktail.,Lori revealed what some guys sweep before buying a cocktail.,Lori revealed that some guys talked before buying a cocktail sweep that kitchen.,Lori revealed what some guys talked before buying a cocktail sweep.,607,,,,,,,,,,,,,,,,,,,,
608,Mitchell might figure out that these guests hugged Thomas after approaching Travis.,Mitchell might figure out who these guests hugged after approaching Travis.,Mitchell might figure out that these guests begged after approaching Travis hugged Thomas.,Mitchell might figure out who these guests begged after approaching Travis hugged.,608,,,,,,,,,,,,,,,,,,,,
609,Alice concealed that every patient might see those glasses before messing up the restaurant.,Alice concealed what every patient might see before messing up the restaurant.,Alice concealed that every patient lost before messing up the restaurant might see those glasses.,Alice concealed what every patient lost before messing up the restaurant might see.,609,,,,,,,,,,,,,,,,,,,,
610,Martin had forgotten that all ladies should see Kathleen before praising Jill.,Martin had forgotten who all ladies should see before praising Jill.,Martin had forgotten that all ladies trained before praising Jill should see Kathleen.,Martin had forgotten who all ladies trained before praising Jill should see.,610,,,,,,,,,,,,,,,,,,,,
611,Kristen figures out that this guy investigates Tara after hindering Jill.,Kristen figures out who this guy investigates after hindering Jill.,Kristen figures out that this guy convinced after hindering Jill investigates Tara.,Kristen figures out who this guy convinced after hindering Jill investigates.,611,,,,,,,,,,,,,,,,,,,,
612,Walter wasn't figuring out that some podiatrist arrives at some glacier while taking the art gallery.,Walter wasn't figuring out what some podiatrist arrives at while taking the art gallery.,Walter wasn't figuring out that some podiatrist failed while taking the art gallery arrives at some glacier.,Walter wasn't figuring out what some podiatrist failed while taking the art gallery arrives at.,612,,,,,,,,,,,,,,,,,,,,
613,Craig realizes that the customers have bought these cucumbers after bringing some eyes.,Craig realizes what the customers have bought after bringing some eyes.,Craig realizes that the customers frozen after bringing some eyes have bought these cucumbers.,Craig realizes what the customers frozen after bringing some eyes have bought.,613,,,,,,,,,,,,,,,,,,,,
614,A lot of schools were finding out that the customers haven't attacked Carmen while insulting Margaret.,A lot of schools were finding out who the customers haven't attacked while insulting Margaret.,A lot of schools were finding out that the customers predicted while insulting Margaret haven't attacked Carmen.,A lot of schools were finding out who the customers predicted while insulting Margaret haven't attacked.,614,,,,,,,,,,,,,,,,,,,,
615,Danielle forgets that these tutors healed Elizabeth before noticing Kristen.,Danielle forgets who these tutors healed before noticing Kristen.,Danielle forgets that these tutors debated before noticing Kristen healed Elizabeth.,Danielle forgets who these tutors debated before noticing Kristen healed.,615,,,,,,,,,,,,,,,,,,,,
616,Maria wouldn't reveal that most ships hadn't harmed Amanda after stunning Alice.,Maria wouldn't reveal who most ships hadn't harmed after stunning Alice.,Maria wouldn't reveal that most ships boasted after stunning Alice hadn't harmed Amanda.,Maria wouldn't reveal who most ships boasted after stunning Alice hadn't harmed.,616,,,,,,,,,,,,,,,,,,,,
617,Lawrence realizes that a lot of windows aggravate Joel while helping this French teacher.,Lawrence realizes who a lot of windows aggravate while helping this French teacher.,Lawrence realizes that a lot of windows stopped while helping this French teacher aggravate Joel.,Lawrence realizes who a lot of windows stopped while helping this French teacher aggravate.,617,,,,,,,,,,,,,,,,,,,,
618,That company has figured out that this person hasn't broken a truck without revealing the banks.,That company has figured out what this person hasn't broken without revealing the banks.,That company has figured out that this person folded without revealing the banks hasn't broken a truck.,That company has figured out what this person folded without revealing the banks hasn't broken.,618,,,,,,,,,,,,,,,,,,,,
619,A girl had concealed that some guest talked to Danielle while alarming the contractor.,A girl had concealed who some guest talked to while alarming the contractor.,A girl had concealed that some guest persuaded while alarming the contractor talked to Danielle.,A girl had concealed who some guest persuaded while alarming the contractor talked to.,619,,,,,,,,,,,,,,,,,,,,
620,All adults aren't finding out that some child loses lakes after skating around the malls.,All adults aren't finding out what some child loses after skating around the malls.,All adults aren't finding out that some child crumpled after skating around the malls loses lakes.,All adults aren't finding out what some child crumpled after skating around the malls loses.,620,,,,,,,,,,,,,,,,,,,,
621,Dan hasn't realized that every actor gets many dishes before destroying some canoe.,Dan hasn't realized what every actor gets before destroying some canoe.,Dan hasn't realized that every actor studied before destroying some canoe gets many dishes.,Dan hasn't realized what every actor studied before destroying some canoe gets.,621,,,,,,,,,,,,,,,,,,,,
622,Some students hadn't realized that a dentist hasn't shaken Winston Churchill before insulting Melissa.,Some students hadn't realized who a dentist hasn't shaken before insulting Melissa.,Some students hadn't realized that a dentist charred before insulting Melissa hasn't shaken Winston Churchill.,Some students hadn't realized who a dentist charred before insulting Melissa hasn't shaken.,622,,,,,,,,,,,,,,,,,,,,
623,All guests hadn't known that all guys did approach Sabrina after curing Irene.,All guests hadn't known who all guys did approach after curing Irene.,All guests hadn't known that all guys stopped after curing Irene did approach Sabrina.,All guests hadn't known who all guys stopped after curing Irene did approach.,623,,,,,,,,,,,,,,,,,,,,
624,Waiters revealed that some hairdresser dislikes cash before selling a lot of glasses.,Waiters revealed what some hairdresser dislikes before selling a lot of glasses.,Waiters revealed that some hairdresser persuaded before selling a lot of glasses dislikes cash.,Waiters revealed what some hairdresser persuaded before selling a lot of glasses dislikes.,624,,,,,,,,,,,,,,,,,,,,
625,Some children figure out that every guy was watching Donald without visiting Caroline.,Some children figure out who every guy was watching without visiting Caroline.,Some children figure out that every guy burned without visiting Caroline was watching Donald.,Some children figure out who every guy burned without visiting Caroline was watching.,625,,,,,,,,,,,,,,,,,,,,
626,Those senators remember that all men had complained about Gina while helping Timothy.,Those senators remember who all men had complained about while helping Timothy.,Those senators remember that all men opened while helping Timothy had complained about Gina.,Those senators remember who all men opened while helping Timothy had complained about.,626,,,,,,,,,,,,,,,,,,,,
627,Samantha investigated that those hospitals buy that hair while purchasing many snakes.,Samantha investigated what those hospitals buy while purchasing many snakes.,Samantha investigated that those hospitals answered while purchasing many snakes buy that hair.,Samantha investigated what those hospitals answered while purchasing many snakes buy.,627,,,,,,,,,,,,,,,,,,,,
628,The dentists hadn't investigated that offspring scare Craig while finding that sock.,The dentists hadn't investigated who offspring scare while finding that sock.,The dentists hadn't investigated that offspring hated while finding that sock scare Craig.,The dentists hadn't investigated who offspring hated while finding that sock scare.,628,,,,,,,,,,,,,,,,,,,,
629,Anne knows that all restaurants were hurting Sarah without hurting this pedestrian.,Anne knows who all restaurants were hurting without hurting this pedestrian.,Anne knows that all restaurants stretched without hurting this pedestrian were hurting Sarah.,Anne knows who all restaurants stretched without hurting this pedestrian were hurting.,629,,,,,,,,,,,,,,,,,,,,
630,French teachers remember that all drivers examine this book without researching arias.,French teachers remember what all drivers examine without researching arias.,French teachers remember that all drivers steered without researching arias examine this book.,French teachers remember what all drivers steered without researching arias examine.,630,,,,,,,,,,,,,,,,,,,,
631,Edward remembered that this alumnus is bending a computer after discovering a skateboard.,Edward remembered what this alumnus is bending after discovering a skateboard.,Edward remembered that this alumnus competed after discovering a skateboard is bending a computer.,Edward remembered what this alumnus competed after discovering a skateboard is bending.,631,,,,,,,,,,,,,,,,,,,,
632,The bank couldn't conceal that those men aren't touring college campuses without selling water.,The bank couldn't conceal what those men aren't touring without selling water.,The bank couldn't conceal that those men unfolded without selling water aren't touring college campuses.,The bank couldn't conceal what those men unfolded without selling water aren't touring.,632,,,,,,,,,,,,,,,,,,,,
633,Tamara figures out that the alumnus wouldn't flee from Stacy before astounding some guests.,Tamara figures out who the alumnus wouldn't flee from before astounding some guests.,Tamara figures out that the alumnus folded before astounding some guests wouldn't flee from Stacy.,Tamara figures out who the alumnus folded before astounding some guests wouldn't flee from.,633,,,,,,,,,,,,,,,,,,,,
634,Roger realized that all coats scared Ann while worrying Lawrence.,Roger realized who all coats scared while worrying Lawrence.,Roger realized that all coats admired while worrying Lawrence scared Ann.,Roger realized who all coats admired while worrying Lawrence scared.,634,,,,,,,,,,,,,,,,,,,,
635,These waiters reveal that a synopsis should distract Sharon without referencing Gerald.,These waiters reveal who a synopsis should distract without referencing Gerald.,These waiters reveal that a synopsis encouraged without referencing Gerald should distract Sharon.,These waiters reveal who a synopsis encouraged without referencing Gerald should distract.,635,,,,,,,,,,,,,,,,,,,,
636,Those partners reveal that this waiter has overwhelmed Jane without disgusting Lori.,Those partners reveal who this waiter has overwhelmed without disgusting Lori.,Those partners reveal that this waiter replied without disgusting Lori has overwhelmed Jane.,Those partners reveal who this waiter replied without disgusting Lori has overwhelmed.,636,,,,,,,,,,,,,,,,,,,,
637,Martha revealed that every pedestrian bred some rabbits before choosing that hat.,Martha revealed what every pedestrian bred before choosing that hat.,Martha revealed that every pedestrian remembered before choosing that hat bred some rabbits.,Martha revealed what every pedestrian remembered before choosing that hat bred.,637,,,,,,,,,,,,,,,,,,,,
638,Dennis remembered that some actor hired William before hurting Andrea.,Dennis remembered who some actor hired before hurting Andrea.,Dennis remembered that some actor urged before hurting Andrea hired William.,Dennis remembered who some actor urged before hurting Andrea hired.,638,,,,,,,,,,,,,,,,,,,,
