id,full_paragraph
cj64_3," Pimen is an old man , weak in body -- his voice rarely rises to a full forte -- but firm and clear of mind . His calmness offers contrast to Grigori's youthful excitement . A quiet but sturdy theme , somewhat folklike in character , appears whenever the old monk speaks of the history he is recording or of his own past life :"
cj64_13," Curiously , this scene is a close parallel to one that Verdi was writing at the same time , the scene between Amonasro and Aida . Rangoni and Amonasro have the same purpose -- forcing the girl to charm the man she loves into serving her country's cause -- and their tactics are much the same . Rangoni begins by describing the sad state of the Church ; ; this brings a reaction of distress from Marina . The music becomes ethereal as he calls up a vision of her own sainthood : it is she , he tells her , who can bring the truth to Russia and convert the heretics . As if in a trance , she repeats his words -- then realizes , with a shock , her own audacity . This is no assignment for a frivolous girl , she assures him ."
cn09_26," She saw it then , the distant derrick of the wildcat -- a test well in unexplored country . And even with her limited knowledge of such things , she knew that the car could be repaired there ; ; sufficiently , at least , to get them back into town . A wildcatter had to be prepared for almost any emergency . He had to depend on himself , since he was invariably miles and hours away from others ."
cn09_50," Somehow more terrible than the certainty that he was about to die was the knowledge that Lord would probably not suffer for it : the murder would go unpunished . He , McBride , would be cited as in the wrong , and he , Lord , would go scot-free , an officer who had only done his duty , though perhaps too energetically ."
cn09_51," McBride staggered into the street , flopped sprawling in the stinging dust . Fear-maddened , fleeing the lengthening shadow of death , he scrambled to his feet again . He couldn't see ; ; he was long past the point of coherent thinking . Dimly , he heard laughter , hoots of derision , but he could not read the racket properly . He could not grasp that Lord had withdrawn from the fight minutes ago , and that his leaden arms were flailing at nothing but the air ."
cl04_21," A foolish thought came into his head . He remembered a story he had read as a youth . It was probably one of Kipling's tales of the British Army . It concerned an officer who had been disgraced and drummed out . The steady roll of the drums had sounded behind him as he walked between the endless ranks of the men he had commanded , and each man about-faced and turned his back as the officer approached . Marty wished these poor farm people would turn their backs ."
cl04_22," The fencing by the roadside ended . Now the dirt highway was bordered on either side by a fairly deep drainage ditch , too broad to leap over unless you were an Olympic star . The day's rain had been added to the stagnant water . He was trapped on the road when he heard the sound of an approaching car . It was coming toward him . The car was now in sight . Marty's heart skipped a beat when he recognized it . It was the station wagon that had passed his cab on the road , the station wagon that had been parked at the Burch farm . Acey Squire's station wagon . It had headed back toward Jarrodsville . That had only been a ruse to lure him out on the deserted road . Now Acey and his friends were returning to seek him out ."
ca29_50," Decorating the ballroom will be the yellow rose of Texas , in tall bushes ; ; bluebonnets and stagecoach silhouettes . There will be a large drawing of a sunbonnet girl with eyes that flash at the guests ."
ck18_4," That evening turned out to be hell like all the others . We moved down Broadway from ginmill to ginmill . It was the same old routine . Eileen got to dancing , just a little tiny dancing step to a hummed tune that you could hardly notice , and trying to pick up strange men , but each time I was ready to say to hell with it and walk out she'd pull herself together and talk so understandingly in that sweet husky voice about the good times and the happiness we'd had together and there I was back on the hook ."
ck20_47," Mary's supercritical attitude toward Byron had nothing to do with his moral disrepute . She was resentful of his easy success as compared with Shelley's failure . The same month that Alastor was published , Murray sold twenty thousand copies of The Siege Of Corinth , a slovenly bit of Byronism that even Shelley's generosity rebelled at ."
ca18_31," Mr. and Mrs. Charles Marella announce the engagement of their daughter , Miss Mary Ann Marella , to Mr. Robert L. Orcutt , son of Mr. and Mrs. Donald R. Orcutt , of Drexel Hill ."
ca18_46," Another debutante , Miss Virginia Richmond , will also be the honoree this Wednesday at luncheon at which Mrs. John Dane , will be hostess entertaining at a downtown hotel . Miss Katherine Vickery , who attends Sweet Briar College in Virginia , will rejoin her father , Dr. Eugene Vickery , at the family home in Richmond pl. Wednesday for part of the Carnival festivities ."
ck16_10," The horse shied at the dreadful thing and flared its nostrils . David took a firm hand with it . The creature in feathers looked around and David saw the mad eyes , glazed with an insane fear . The ungainly bird thing ran away , and to David its croaking sounded like the crowing of a tormented rooster . Then it was gone . He drove on , wary and shaken . The Sons were out tonight ."
cg71_11," And when Vincent Berger returns to Europe , this first result of his encounters with mankind is considerably enriched and deepened by a crucial revelation . For a dawning sense of illumination occurs in consequence of two events which , as so often in Malraux , suddenly confront a character with the existential question of the nature and value of human life . One such event is the landing in Europe itself , when the mingled familiarity and strangeness of the Occident , after the blank immensities of Asia , shocks the returning traveller into a realization of the infinite possibilities of human life ."
cc15_29," Pleasure boating is just scooting into its best months in California as crisp breezes bring out craft of every size on every kind of water -- ocean , lake and reservoir . Shore facilities are enormous -- Los Angeles harbors 5,000 boats , and Long Beach 3,000 -- but marinas are crowded everywhere . New docks and ramps are being rushed at Playa Del Rey , Ventura , Dana Point , Oceanside and Mission Bay ."
ca27_25," He also used as an example the manufacturer who introduced an all-automatic camera in Germany , with the result that it became the best selling camera in the German market ."
ck11_2," Now the face was his own . He wondered what expression , as he made that gesture , was on his face . He wondered if it wore the old anxiety , or the old , taut stoicism . But there was no need , he remembered , for his hand to reach out , for his face to show concern or stoicism . It was nothing to him if rain fell and nobody came . Then why was he assuming the role -- the gesture and the suffering ? ? What was he expiating ? ? Or was he now taking the role -- the gesture and the suffering -- because it was the only way to affirm his history and identity in the torpid , befogged loneliness of this land ."
ca20_24," The atom reactor , water cooled , was the result of almost a decade of research at the naval reactors branch of the atomic energy commission and Westinghouse Electric Corp. . Thru development , the reactor and its steam turbines had been reduced greatly in size , and also in complexity , allowing a single propeller to be used , the navy said ."
cc12_13," In all big cities outside the South , and even in small towns within the South , radio stations can be found beaming some or all of their programs at Negro listeners . The Keystone Broadcasting System's Negro network includes 360 affiliated stations , whose signals reach more than half the total U.S. Negro population ."
cc12_38," The conductor's preoccupation with the business of starting and stopping caused occasional raggedness , as with the first orchestra entrance in the Fourth Piano Concerto , but when he put his deliberations and obsequies aside and let the music move as designed , it did so with plenty of spring ."
ce10_2," Bill Ruger's long-awaited Deerstalker ( under $110 ) is a new rifle action in a caliber that upsets all the modern theory of high-velocity fans ; ; it's a short , light , quick-handling , fast-firing little timber gun designed to push a heavy slug at modest velocity but with lots of killing power and ample range for our most popular big game -- whitetail ."
ce10_13," Hunting rifles , '61 The fact that the Deerstalker and the Jet were the only completely new designs this year doesn't mean that 1961 didn't see changes in models , actions and calibers . Aside from the Ruger carbine , a number of hunting rifles have been introduced for the first time . Here are the brands ( in alphabetical order ) and the new models ."
ce10_24," Magnum Rim-Fire rifles , 1961's lone newcomer was the Kodiak Model 260 autoloader ( around $60 ) . Previously known as Jefferson Arms , Kodiak has given this 11-shot hammerless job an exceptionally fine stock design , and the 260 is the first autoloader to handle"
cr07_15, The children looked at each other and sagged their bottoms down even more comfortably than ever . Their curiosity went happily out of bounds .
cr07_37," He liked children , in a loathsome kind of way ; ; the two youngest in our family always had to be brought in and put through tricks for his entertainment . When he had left , I could never remember whether he had poked them in their middles , laughingly , with a thick index finger or whether he was merely so much the sort of person who did this that one assumed the action , not bothering to look . The children loathed him , too ."
ce17_6," The wall panels are constructed of a framework of standard Af and Af of a good grade , free from structural faults . They should be as straight as possible , as this will effect their ability to mesh properly when the walls are erected . The outside surface of the solid units shall be of an exterior grade of panel board such as plywood , plastic coated panel board , high density particle board , asbestos-cement board , or any other product locally obtainable upon recommendation of your building supply dealer . The inner panels do not have to be weatherproof , and the choice will depend on the quality of finish desired . All panel board comes in standard Af foot size . It is recommended that panels be both glued as well as nailed to the frame . The fixed window panels with louvers should have a good grade of 1 double-strength glass set in a mastic glazing compound . The louvers are constructed as shown in the detail , with a drop door for ventilation . There are standard sliding glass windows in wood or aluminum frames for those panels requiring them . The door panels are designed to accommodate standard doors which should be of exterior grade . The filler panels for the gable ends are cut from full Af sheets as shown , leaving no wastage . The battens covering the joints are of Af stock and are applied after the walls are erected . All nails should be rustproof , and aluminum is highly recommended . Note : If 1 panel board is used inside and out , or 5 one side and 3 the other , and 1 glass is used , stock lumber in Af , Af , and Af can be used in making the glass panels . Other thicknesses may necessitate ripping a special size lumber for the glass trim . In any case , there is no special milling or rabbeting required for the panels ."
ce28_2," Given this kind of business climate , what competitive marketing problems will your company face in the next 10 yrs. ? ? Based on our experience with clients , , we see 14 major problems which fall into three broad groups -- the market place itself , marketing methods , and marketing management ."
ce28_45," If companies will take the time to give objective consideration to their major problems and to the questions they provoke , then a long constructive step will have been taken toward more effective marketing in next decade ."
ce21_1," Begin the examination of a site with a good map and aerial photos if possible . These are becoming more and more available through the work of counties and other government agencies . The new editions of topographic maps being made by the federal government are excellent for orienting yourself to the natural features of the site . These are inexpensive and available from the U. S. Geological Society , Washington 25 , D. C. . In recent years many counties and the U. S. Forest Service have taken aerial photos which show features in detail and are very good for planning use . Most counties also have maps available from the county engineer showing roads and other features and from the assessor's office showing ownerships of land ."
cg14_0," There were fences in the old days when we were children . Across the front of a yard and down the side , they were iron , either spiked along the top or arched in half circles . Alley fences were made of solid boards higher than one's head , but not so high as the golden glow in a corner or the hollyhocks that grew in a line against them . Side fences were hidden beneath lilacs and hundred-leaf roses ; ; front fences were covered with Virginia creeper or trumpet vines or honeysuckle . Square corner- and gate posts were an open-work pattern of cast-iron foliage ; ; they were topped by steeples complete in every detail : high-pitched roof , pinnacle , and narrow gable . On these posts the gates swung open with a squeak and shut with a metallic clang ."
ca42_25," The Senate also voted $5.2 billion to finance the government's health , welfare , and labor activities ."
ca42_28," Over the years , enlivened chiefly by disputes about the relative merits of Maine and Idaho potatoes , the menu has pursued its drab all-American course . Individual senators , with an eye to the voters back home , occasionally introduced smelts from Michigan , soft-shell crabs from Maryland , oysters from Washington , grapefruit from Florida . But plain old bean soup , served daily since the turn of the century ( at the insistence of the late Sen. Fred Dubois of Idaho ) , made clear to the citizenry that the Senate's stomach was in the right place ."
cp03_34," There was an idea . Miss Kizzie had been right snippy ever since they were married , though you'd have thought a namesake would have brought her round . Oh , she'd come to see them once , left silver teething rings for all of the trips . But when Miss Jen went over right away to return the call , Miss Kiz couldn't have been very cordial , for she'd come back before she hardly had time to get there . More and more , these days , she'd been driving that pretty little mare that looked like her , over to Tillie's and Nick's -- his own old square frame box on posts , chickens and cats and pups under the house , everybody friendly inside , making a to-do over the babies dressed like dollies . Though he was glad she got on well with his young folks , she ought to be welcome at the finest house in the land , too ."
ce19_26," Preserving the pool A sudden high rise in temperature will turn your pool poison green overnight . You need more chlorine . The walls feel slippery . You need algaecide . With or without professional help , you will have to be able to do some of these jobs yourself unless you have a full-time pool nurse ."
cc13_10," Dr. Lyttleton then imagines the universe as a large hydrogen sphere with surface atoms shooting away from it . This , he claims , would reasonably account for the expansion of the universe ."
cc13_30," The Parks Department has done an admirable job of preparing the Wollman Rink for Shakespeare . One could hardly blame Newbold Morris , the Parks Commissioner , for devoting so much grateful mention to the department's technicians who at short notice provided the stage with its rising platforms , its balcony , its generous wings and even its impressive trapdoors for the use of the villains ."
ca21_34," Principal Clayton W. Pohly said he would allow a further collection between classes today , and revealed that Y-Teen Club past surpluses had been used to provide a private hospital nurse Monday for Mrs. Kowalski ."
ca21_45," The motorist later was identified as Richard Sarkees , 17 , of 2433 McClellan , currently on probation and under court order not to drive ."
ca21_53, Plea for arms The Laos government plea for help was made by Foreign Minister Tiao Sopsaisana . He indicated that requests would be made for more U.S. arms and more U.S. military advisers .
ca21_58," The minister , describing the attacks which led up to the appeal , said that 60,000 Communist North Vietnamese were fighting royal army troops on one front -- near Thakhek , in southern-central Laos ."
ca21_59," There was no confirmation of such massive assaults from independent sources . In the past such government claims have been found exaggerated . Havana , April 19 ."
ck17_11," The terrible vision of the ghetto streets flooded his mind . What matters now ? ? What is beyond this fog ? ? Only Palestine , and I will never live to see Palestine because I did not believe ."
ck17_21," Andrei stopped at Litowski Place and looked around quickly at the boundary of civil buildings . His watch told him he was still early . Down the boulevard he could see a portion of the ghetto wall . He found an empty bench , opened a newspaper , and stretched his legs before him . Krakow Boulevard was filled with black Nazi uniforms and the dirty brownish ones of their Auxiliaries ."
ca19_14," His sister and brother , Marie Louise , 3 , and John Raymond , Jr. 22 months , were admitted to the hospital . The girl was in critical condition with burns over 90 per cent of her body ."
ca19_17," The house is on Old Annapolis road a mile south of Severna Park , at Jones Station , police said . Annapolis , Jan. 7 -- The Anne Arundel county school superintendent has asked that the Board of Education return to the practice of recording its proceedings mechanically so that there will be no more question about who said what ."
ca19_67," Ultimately the development will comprise 300 units , in two-story and three-story structures . Various of the apartments are of the terrace type , being on the ground floor so that entrance is direct . Others , which are reached by walking up a single flight of stairs , have balconies ."
cg70_7," At about the age of twelve I became a Spencerian liberal , and I have always considered myself a liberal of some kind even though the definition has changed repeatedly since Spencer became a reactionary . Several times in my youth I voted the Socialist ticket , but less because I was Socialist than because I was not either a Republican or a Democrat , and I voted for Franklin Roosevelt every time he was a candidate . Yet during the years when I was on the staff of The Nation , I tried to the limit the patience of the editors on almost every occasion when I was permitted to write an editorial having a bearing on a political or social question ."
ca26_3," In fact , very few customers , anywhere in the nation , were able to get more than 100 shares . Some Dallas investment firms got only 100 shares , for all of their customers ."
ca26_35," The company began operation in 1900 with hardware and oil mill supplies . In 1930 , they began making cotton processing equipment . Presently , Hardwicke-Etter employs 300-450 people , depending on the season of the year ."
ck21_5," -- You heard me . There's a lot of waste going on here . It's got to stop . I want to take a look . This is no damned holiday , Beckworth . Get busy ."
ca10_41," The changes , unanimously adopted , were felt necessary in the face of modern trends away from the Bible . The council agreed it should more firmly state its belief in and dependence on the Bible ."
ca28_8," Dealers' stocks down With dealer stocks of new equipment averaging about 25% below a year ago , the affects of the rural recovery are being felt almost immediately by the country's farm equipment manufacturers . For example , farm equipment shipments of International Harvester in August climbed about 5% above a year earlier , Mr. Keeler reports ."
ca28_24, The Tax Court decision and a similar earlier finding by the Ninth Circuit Court of Appeals challenges a year-old I.R.S. ruling on the subject . The Service has not said what its next step will be .
ck26_2," So Linda Kay gave up asking , and accepted her reprieve . Without saying so , she was really grateful ; ; for to attend the dying was something she had never experienced , and certainly had not imagined when she thought of the duties she would have as Bobby Joe's wife . She had made curtains for all the windows of her little house , and she had kept it spotless and neat , shabby as it was , and cooked good meals for Bobby Joe . She had done all the things she had promised herself she would do , but she had not thought of this . People died , she would have said , in hospitals , or in cars on the highway at night ."
cg41_20," Every First Family seems to have one couple upon whom it relies for true friendship . For the Coolidges , it was Mr. and Mrs. Frank W. Stearns of Boston , Massachusetts , owners of a large department store . They seemed to be at the White House half the time . The butlers were amused because when the Stearns were there , the President would say grace at breakfast . If the Stearns were not there , grace would be omitted ."
ck19_6," Rector had no doubt that Hino would come back from the village bursting with information , ready to impart it with his customary gusto , liberally embellished with his active imagnation . When the telephone rang on the day after Hino went down to the village , Rector had a hunch it would be Hino with some morsel of information too important to wait until his return , for there were few telephones in the village and the phone in Rector's office rarely rang unless it was important . He was surprised to find Kayabashi's secretary on the other end of the line . He was even more startled when he heard what Kayabashi wanted . The oyabun was entertaining a group of dignitaries , the secretary said , businessmen from Tokyo for the most part , and Kayabashi wished to show them the mission . They had never seen one before and had expressed a curiosity about it ."
ck19_24," Rector was warming to his over-all strategy by the time he got back to the residential hall . It was rather a childish game , all in all , but everybody seemed to be getting into the spirit of the thing and he could not remember when he had enjoyed planning anything quite so much . He was not sure what effect it would have , but that was really beside the point when you got right down to it . He was not going to lose the mission by default , and whatever reason Kayabashi had for bringing his little sight-seeing group to the mission , he was going to be in for a surprise ."
ca17_6," Mr. and Mrs. Jerry Chase announce the birth of a daughter , Sheila , on Wednesday in Mercy Hospital ."
ca17_31," Her day starts early , but no matter how many pressing letters there are to be written ( and during May , which is National Salvation Army Week , there are plenty ) , schedules to be made or problems to be solved , Mrs. Marr's office is always open and the welcome mat is out ."
ca43_24," That improvement is continuing . In the first two months of 1961 , earnings of the Illinois highway available for interest payments were up 55 per cent from early 1960 ."
ca43_31, Investors studying the toll-road bonds for opportunities find that not all roads are nearing their goals .
ca43_62," Gradual , controlled expansion of the world's textile trade is what President Kennedy wants . This may point the way toward international stabilization agreements in other products . It's an important clue to Washington thinking ."
ca43_63," Note , too , that the Kennedy textile plan looks toward modernization or shrinkage of the U.S. textile industry ."
ca43_71," U.S. coal is cheap , despite high wages , because of widespread mechanization of mines , wide coal seams , attactive rates on ocean freight . Many of the coal seams in the nationalized British mines are twisting , narrow and very deep ."
ce20_0," Draw a line across the country at the latitude of lower Pennsylvania . Any house built now below that line without air conditioning will be obsolete in 10 years . Fortunately , it is the FHA which has arrived at this conclusion , for it means that cooling equipment of all kinds may now be included in a mortgage , and thus acquired with a minimum of financial stress . Even if you live above that line , the FHA will back you , for they have decided that the inclusion of air conditioning in all new homes is a good thing and should be encouraged ."
ce20_2," Home air conditioning has come a long way from the early days of overcooled theaters and the thermal shock they inflicted . We know now that a 15-degree differential in temperature is the maximum usually desirable , and accurate controls assure the comfort we want ."
ce20_18," Consider it as a standby setup , at negligible cost , for those emergencies when the furnace quits , a blizzard holds up fuel delivery , or for cool summer mornings or evenings when you don't want to start up your whole heating plant . What size conditioner ? ?"
cp05_2," She had been in Japan just one week . It was an alien land , and she hated it intensely ; ; she was already considering putting in rebellious requests for duty at San Diego , Bremerton , the Great Lakes , Pensacola -- any place the Navy had a hospital -- with a threat to resign her commission if the request were not granted . Anywhere would be better than the land of her ancestors ."
cp05_4," But she suffered in her off-duty hours . Such as now , when she sat at a table in the coffee shop at the Officers' Club , having coffee and a hamburger to sustain her until dinnertime . She had changed into a cocktail dress , and the whole evening should have been before her , but already she was beginning to get a tight feeling at the back of her neck . This was one of the Navy's crossroads -- you find them all around the world . Ships from the West Coast rotated on six-month tours of duty with the Seventh Fleet , and Yokosuka was the Seventh Fleet's principal port for maintenance , upkeep and shore liberty . Sooner or later , all the gray Navy ships came in here ; ; if Tommy sat long enough , she would be sure to see all the young officers she had met in San Diego and Long Beach . And she wanted desperately to see someone she had known back there ."
cp05_22," Doc Doolittle's scheduled appearance at captain's mast was a very unusual thing , because the discipline dispensed there is ordinarily for the young and immature , and a chief is naturally expected to stay off the report . But the beer hall riot in Subic had been unusual , too , and Walt Perry was convinced that Doc had started it through some expert tactics in rabble rousing . Just why anybody should wish to start a riot the executive officer didn't know . In his opinion , Doc had not grown up ."
cr01_5," However while in his cell awaiting trial for theft , Barco , in a fit of apprehension , made an attempt to take his own life . The attempt had failed because , when endeavoring to cut his wrists , this murderer of seven women had fainted at the sight of blood . The jail authorities -- attaching no particular significance to the episode -- offered Barco whisky to revive him ; ; but the old fellow , a lifelong teetotaler , refused it , and no more was thought of the matter ."
cr01_31," I sat and watched proceedings . There was to be roast chicken with dressing , giblet gravy , asparagus , new peas with a sprig of mint , creamed onions , and mashed potatoes -- all chosen , prepared , and cooked by Viola herself ."
cg23_25," Ideas need to be tested , and not merely by argument and debate . When some question arises in the medical field concerning cancer , for instance , we do not turn to free and open discussion as in a political campaign . We have recourse to the scientifically-trained specialist in the laboratory . The merits of the Salk anti-polio vaccine were not established on the forensic platform or in newspaper editorials , but in the laboratory and by tests in the field on thousands of children ."
ce11_1," The southward route was the classic run in California , and the most fashionable . His patronage on this stretch was made up largely of San Franciscans -- regulars , most of them , and trenchermen like himself . They did not complain at the inhuman hour of starting ( seven in the morning ) , nor of the tariff , which was reasonable since it covered everything but the tobacco . Breakfast was at the Palace Hotel , luncheon was somewhere in the mountain forest , and dinner was either at Boulder Creek or at Santa Cruz ."
ce11_7," After the meal , he and his guests went out to inspect the rig ; ; this was merely a ritual , to please all hands concerned . The tallyho had cost Vernon $2,300 . A replica of two coaches made in England for the Belmont Club in the East , and matchless west of the Rockies , it was the despair of whips on the Santa Cruz run . One could shave in the reflection of its French-polished panels , and its axles were greased like those of roulette wheels . The horses were groomed to a high gloss ; ; departing , they stepped solemnly with knees lifted to the jaw , for they had been trained to drag at important funerals ."
ce11_11," omelet Arbogast Fry in butter a small minced onion , rub with a tablespoonful of flour , add half a cup of cream , six beaten eggs , pepper , celery salt , a teaspoonful of minced chives , a dash of cayenne , and a pinch of nutmeg . A jigger of dry Sherry follows , and as the mixture stiffens , in go a hundred of the little oysters ."
cp29_4," Probably Mr. Willis was influenced toward deeper involvement by familial loyalty and a concern for his grandchildren . Gerry began to aid Freddy with her father , prodded , no doubt , by Joan's open contempt for Freddy and William's irritating competency . Another factor must have been the eventual disposal of Willis' fortune ; ; she unquestionably assumed that the more he was entwined with Freddy , the more likely he was to reward Freddy richly upon his death ."
cp29_16," They took nearly a month to investigate , marshal statistics , and put their arguments down in black and white . Taking Hamrick with him , William went to Mr. Willis . He was surprised and dubious , but impressed by the engineer and the report ."
ce33_24," Now , check for leaks in your hoses and hose connections , around the freeze-out plugs , gaskets , water pump seals and heater fittings ."
ce33_27," Take precautions now , to be sure you avoid those unpleasant and costly heat breakdowns when the temperature zooms this summer ."
cg01_6," I do not think that my experience would be typical for Southerners living in the North . In business circles , usually conservative , this sort of atmosphere would hardly be found . But in our case -- and neither my wife nor I have extreme views on integration , nor are we given to emotional outbursts -- the situation has ruined one or two valued friendships and come close to wrecking several more . In fact it has caused us to give serious thought to moving our residence south , because it is not easy for the most objective Southerner to sit calmly by when his host is telling a roomful of people that the only way to deal with Southerners who oppose integration is to send in troops and shoot the bastards down ."
cg01_11," Among Bourbons the racial issue may have less to do with their remaining unreconstructed than other factors . All Southerners agree that slavery had to go ; ; but many historians maintain that except for Northern meddling it would have ended in states like Virginia years before it did . Southern resentment has been over the method of its ending , the invasion , and Reconstruction ; ; their fears now are of miscegenation and Negro political control in many counties . But apart from racial problems , the old unreconstructed South -- to use the moderate words favored by Mr. Thomas Griffith -- finds itself unsympathetic to most of what is different about the civilization of the North . And this , in effect , means most of modern America ."
cg39_7," This rather detached attitude toward life's encumbrances has seemed to be the dominant trait in Mercer's personality ever since . It is , however , a disarming disguise , or perhaps a shield , for not only has Mercer proved himself to be one of the few great lyricists over the years , but also one who can function remarkably under pressure . He has also enjoyed a successful career as an entertainer ( his records have sold in the millions ) and is a sharp businessman ."
ce34_2," A volume market According to a recent Wall Street Journal survey , plastics units now account for more than 50% of all sign sales . Five years ago , they had only 10% of the market , with the remainder firmly entrenched in the stronghold of neon tubing . And it's far from the end for plastics . Industry sources are now estimating that 75% of the signs made during the 1960's will be of plastic construction . Evidence of this trend can best be seen in the recent activities of such leading companies in the field as Advance Neon Sign Co. , Los Angeles , Calif. . Four years ago , the company's entire line was devoted to neon signs ; ; today , 85% is in plastics ."
ce34_8," They offer exceptional design freedom , making it possible to incorporate contours and details which give free range to the talents of the designer . Vacuum- and pressure-formed sheet plastics fill the gap between cardboard and molded plastics . Pre-decoration , low-cost molds , and the freedom to form large and small , thick and thin materials make plastics tailor-made for the industry . 4 ."
ce34_15," A relative newcomer in outdoor signs is Mylar polyester film , now used as a printed overlay for trans-illuminated signs ( see below ) ."
cp18_15," After I looked in at Francie , I went into the living room and waited . I must have dozed off , because I came to with a start at the sound of voices . Nadine's , shrill with anger -- Wally's loud and thick -- As I went to the door I heard the clock strike two . I opened the door , and Wally stumbled in -- fast -- as if Nadine had pushed him ."
cp18_39," Then Wally got sick . To my way of thinking , he was scared sick . His luck had failed him , and it was easier to crawl off into bed than to get out and fight the world ."
cp18_47," And I couldn't take six more weeks of this . I mentioned it to Chris one stifling hot night , when I had slipped outside for a breath of fresh air ."
cg08_1," Nostalgic Yankee readers of Erskine Caldwell are today informed by proud Georgians that Tobacco Road is buried beneath a four-lane super highway , over which travel each day suburbanite businessmen more concerned with the Dow-Jones average than with the cotton crop . Thus we are compelled to face the urbanization of the South -- an urbanization which , despite its dramatic and overwhelming effects upon the Southern culture , has been utterly ignored by the bulk of Southern writers . Indeed , it seems that only in today's Southern fiction does Tobacco Road , with all the traditional trimmings of sowbelly and cornbread and mint juleps , continue to live -- but only as a weary , overexploited phantom ."
cp20_9," And so off we went to her apartment . She was a nymphomaniac , of course , the poor girl . Toward the break of day I waxed philosophical , and drew analogies about her way of eating bread and cheese ."
cp20_11," I got there on a Saturday evening . I made the mistake of going to the Jour et Nuit . The place was busy but I didn't feel like a Hun . I sat waiting for Life to come along and sweep me up . I had part of a bottle of French beer called Panther Pils ( so help me ) , then switched to Tuborg . After a few hours , Life hadn't showed , and I was crocked . I went to my hotel and slept . The next morning a little cognac made me feel better -- but what can you do in Paris on Sunday morning ? ? So I drank more cognac ."
ce05_30," Percy Roberts , a leading judge will not be at the International Show this year for the Junior Judging Contest as he has been invited to judge in Australia in March ."
cg37_25," Six The first act of Adoniram and Samuel on reaching Calcutta was to report at the police station , a necessity when landing in East India Company territory . On the way they tried to discover all they could about Burma , and they were disturbed to find that Michael Symes's book had not presented an altogether true picture . He had failed to realize that the Burmese were not really treating him as the important visitor he considered himself . They were in fact quietly laughing at him , for their King wished to have nothing to do with the Western world . When Captain John Gibault of Salem had visited Burma in 1793 his ship , the Astra , had been promptly commandeered and taken by her captors up the Irrawaddy River . Although after much trouble he did manage to get it back , he discovered there was no trade to be had . All Captain Gibault took back to Salem were a few items for the town's East India Museum . A year later another Salem ship returned from Burma with a cargo of gum lacquer which nobody wanted to buy . After that Salem ships decided to bypass unfriendly Burma ."
cg37_29, They explained that they desired only to stop in India until a ship traveling on to Burma could be found .
ca35_2," There is , however , one curious discrepancy in this broad and flattering picture . Viewing the American Catholic educational achievement in retrospect , we may indeed see it as a unified whole extending from grade school to university . But the simple truth is that higher education has never really been an official American Catholic project ; ; certainly not in the same sense that the establishment of a parochial school system has been a matter of official policy ."
cc07_3," Mr. Paray resisted the temptation to over-emphasize the melodic elements of the score . He did not let the strings , for instance , weep , whine or get hysterical . His interpretation was a model of refinement and accuracy ."
cc07_6," Taken as a whole , though , it was a strong performance from both pianist and orchestra . Mr. Skolovsky fully deserved the warm reception he received ."
ck04_3," Wilson came by train from Birmingham and looked the city over ; ; the rather pleasant white city was on the hill where the chief stores were . Beyond were industries and factories . Then they went down to Black Bottom . In the midst of this crowded region was the Allen African Methodist Episcopal Church . It was an old and dirty wooden structure , sadly in need of repair . But it was a landmark . It had been there 50 years or more and everybody in town , black and white , knew of it . It had just suffered a calamity , the final crisis in a long series of calamities . For the old preacher who had been there twenty-five years was dead , and the city mourned him ."
ca32_31, Apparently Fellini caught the crowd when its parties had begun to pall . What a swinging group they must have been when they first started entertaining ! !
ca32_37, The week went along briskly enough . I bought a new little foreign bomb . It is a British bomb . Very austere yet racy .
ca04_29," Mr. Nixon , for his part , would oppose intervention in Cuba without specific provocation . But he did recommend that President Kennedy state clearly that if Communist countries shipped any further arms to Cuba that it would not be tolerated ."
ca04_33, Foreign aid programs were revamped to give greater emphasis to economic aid and to encourage political reform in recipient nations .
ca04_34," In Laos , the administration looked at the Eisenhower administration efforts to show determination by sailing a naval fleet into Southeast Asian waters as a useless gesture ."
ca04_40, There certainly was not any more energy displayed after it was clear the United States would not back the pro-Western government to the hilt .
ca04_49," Among arrests reported by the Federal Bureau of Investigation in 1959 , about half for burglary and larceny involved persons under 18 years of age ."
cc09_27," Rudy Vallee , who shares star billing with Mr. Morse , makes only two appearances . He shares with Mr. Morse a parody of the college anthems he once sang while his second song is whisked away from him by Virginia Martin , a girl with a remarkably expressive yip in her voice . In general , Mr. Loesser has done a more consistent job as lyricist than he has as composer ."
cc09_30," Not content to create only the music and lyrics , Noel Coward also wrote the book and directed Sail Away ( Capitol WAO 1643 ; ; stereo SWAO 1643 ) , a saga of life on a cruise ship that is not apt to be included among Mr. Coward's more memorable works . The melodies flow along pleasantly , as Mr. Coward's songs usually do , but his lyrics have a tired , cut-to-a-familiar-pattern quality . Elaine Stritch , who sings with a persuasively warm huskiness , belts some life into most of her songs , but the other members of the cast sound as lukewarm as Mr. Coward's songs ."
cg55_10," As we observe moral law and physical law they appear as being inevitable . We can conceive of no alternatives . Their basis seems deeper than mere authority . They are not true because scientists or prophets say they are true . It is not the authority of God Himself which makes them true . Because God is what He is , the laws of the universe , material and spiritual , are what they are . Deity and Law are one and inseparable ."
